Title,Year,DOI
Synthesis and in Silico Modelling of the Potential Dual Mechanistic Activity of Small Cationic Peptides Potentiating the Antibiotic Novobiocin against Susceptible and Multi-Drug Resistant Escherichia coli,2020,10.3390/ijms21239134
Nonnutritive sweeteners can promote the dissemination of antibiotic resistance through conjugative gene transfer,2021,10.1038/s41396-021-00909-x
Exploring the antimicrobial potential of crude peptide extracts from Allium sativum and Allium oschaninii against antibiotic-resistant bacterial strains,2024,10.1080/13880209.2024.2395517
Modeling transport of antibiotic resistant bacteria in aquatic environment using stochastic differential equations,2020,10.1038/s41598-020-72106-3
Antimicrobial peptide induced colloidal transformations in bacteria-mimetic vesicles: Combining in silico tools and experimental methods,2021,10.1016/j.jcis.2021.03.060
Implications of reducing antibiotic treatment duration for antimicrobial resistance in hospital settings: A modelling study and meta-analysis,2023,10.1371/journal.pmed.1004013
Enhancing Insights into Australia's Gonococcal Surveillance Programme through Stochastic Modelling,2023,10.3390/pathogens12070907
Phage therapy administered noninvasively could be effective in thin tubes subject to episodic flow despite washout: a simulation study,2019,10.1088/1478-3975/ab2ea0
Evolutionary Pathways and Trajectories in Antibiotic Resistance,2021,10.1128/CMR.00050-19
Antibiotic resistance: Insights from evolution experiments and mathematical modeling,2021,10.1016/j.coisb.2021.100365
Non-genetic resistance facilitates survival while hindering the evolution of drug resistance due to intraspecific competition,2022,10.1088/1478-3975/ac8c17
Natural transformation and cell division delay in competent Staphylococcus aureus,2023,10.1128/spectrum.02807-23
Modeling Polygenic Antibiotic Resistance Evolution in Biofilms,2022,10.3389/fmicb.2022.916035
A dose response model for quantifying the infection risk of antibiotic-resistant bacteria,2019,10.1038/s41598-019-52947-3
Systems Biology: New Insight into Antibiotic Resistance,2022,10.3390/microorganisms10122362
Spatially and Temporally Confined Response of Gastrointestinal Antibiotic Resistance Gene Levels to Sulfadiazine and Extracellular Antibiotic Resistance Gene Exposure in Mice,2023,10.3390/biology12020210
Screening Repurposing Libraries for Identification of Drugs with Novel Antifungal Activity,2020,10.1128/AAC.00924-20
Metapopulation model of phage therapy of an acute Pseudomonas aeruginosa lung infection,2024,10.1128/msystems.00171-24
In silico discovering relationship between bacteriophages and antimicrobial resistance,2023,10.1080/13102818.2022.2151378
Emergence of Ceftazidime-Avibactam Resistance and Decreased Virulence in Carbapenem-Resistant ST11 Klebsiella pneumoniae During Antibiotics Treatment,2022,10.2147/IDR.S387187
Phage therapy as a potential solution in the fight against AMR: obstacles and possible futures,2020,10.1057/s41599-020-0478-4
Projecting the development of antimicrobial resistance in Neisseria gonorrhoeae from antimicrobial surveillance data: a mathematical modelling study,2023,10.1186/s12879-023-08200-4
Cubosome lipid nanocarriers for delivery of ultra-short antimicrobial peptides,2025,10.1016/j.jcis.2024.07.232
Modeling the transmission of antibiotic-resistant Enterobacterales in the community: A systematic review,2024,10.1016/j.epidem.2024.100783
Antimicrobial Resistance in Clinical Ureaplasma spp. and Mycoplasma hominis and Structural Mechanisms Underlying Quinolone Resistance,2020,10.1128/AAC.02560-19
LysSYL: a broad-spectrum phage endolysin targeting Staphylococcus species and eradicating S. aureus biofilms,2024,10.1186/s12934-024-02359-4
Mathematical model predicts anti-adhesion-antibiotic-debridement combination therapies can clear an antibiotic resistant infection,2019,10.1371/journal.pcbi.1007211
Modelling of filamentous phage-induced antibiotic tolerance of P. aeruginosa,2022,10.1371/journal.pone.0261482
"An actin depolymerizing agent 19,20-epoxycytochalasin Q of Xylaria sp. BCC 1067 enhanced antifungal action of azole drugs through ROS-mediated cell death in yeast",2021,10.1016/j.micres.2020.126646
Cationic homopolypeptides: A versatile tool to design multifunctional antimicrobial nanocoatings,2024,10.1016/j.mtbio.2024.101168
Antibiotic dose and nutrient availability differentially drive the evolution of antibiotic resistance and persistence,2024,10.1093/ismejo/wrae070
Isolation and Characterization of Six Novel Fusobacterium necrophorum Phages,2024,10.1089/phage.2023.0028
Does plasmid-based beta-lactam resistance increase E. coli infections: Modelling addition and replacement mechanisms,2022,10.1371/journal.pcbi.1009875
Antibiotic Resistance via Bacterial Cell Shape-Shifting,2022,10.1128/mbio.00659-22
Interaction of the maturation protein of the bacteriophage MS2 and the sex pilus of the Escherichia coli F plasmid,2020,10.1016/j.jmgm.2020.107723
Pneumococcal Competition Modulates Antibiotic Resistance in the Pre-Vaccination Era: A Modelling Study,2021,10.3390/vaccines9030265
Contrasting Dynamics of Intracellular and Extracellular Antibiotic Resistance Genes in Response to Nutrient Variations in Aquatic Environments,2024,10.3390/antibiotics13090817
Evolutionary Dynamics of Accelerated Antiviral Resistance Development in Hypermutator Herpesvirus,2024,10.1093/molbev/msae119
Assessing soil extracellular DNA decomposition dynamics through plasmid amendment coupled with real-time PCR,2019,10.1007/s11368-018-2176-z
How does feedback from phage infections influence the evolution of phase variation in Campylobacter?,2021,10.1371/journal.pcbi.1009067
Salmonella persisters promote the spread of antibiotic resistance plasmids in the gut,2019,10.1038/s41586-019-1521-8
Dynamical model of antibiotic responses linking expression of resistance genes to metabolism explains emergence of heterogeneity during drug exposures,2024,10.1088/1478-3975/ad2d64
Assessing intracellular and extracellular distribution of antibiotic resistance genes in the commercial organic fertilizers,2024,10.1016/j.scitotenv.2024.172558
Understanding the complexities of antibiotic prescribing behaviour in acute hospitals: a systematic review and meta-ethnography,2021,10.1186/s13690-021-00624-1
"Dynamic antimicrobial resistance and phylogenomic structure of Salmonella Typhimurium from 2007 to 2019 in Shanghai, China",2024,10.1128/spectrum.00262-24
Within-host evolutionary dynamics of antimicrobial quantitative resistance,2023,10.1051/mmnp/2023019
Sub-inhibitory antibiotic treatment selects for enhanced metabolic efficiency,2024,10.1128/spectrum.03241-23
Predicting phage-host interactions via feature augmentation and regional graph convolution,2024,10.1093/bib/bbae672
Mechanisms of antibiotic action shape the fitness landscapes of resistance mutations,2022,10.1016/j.csbj.2022.08.030
The Specific Capsule Depolymerase of Phage PMK34 Sensitizes Acinetobacter baumannii to Serum Killing,2022,10.3390/antibiotics11050677
Stability and periodic solutions for a model of bacterial resistance to antibiotics caused by mutations and plasmids,2019,10.1016/j.apm.2019.06.017
Silicon dioxide nanoparticles have contrasting effects on the temporal dynamics of sulfonamide and β-lactam resistance genes in soils amended with antibiotics,2020,10.1088/1748-9326/ab7131
On the contribution of qualitative analysis in mathematical modeling of plasmid-mediated ceftiofur resistance,2023,10.3934/era.2023337
A MODEL ON BACTERIAL RESISTANCE CONSIDERING A GENERALIZED LAW OF MASS ACTION FOR PLASMID REPLICATION,2021,10.1142/S0218339021400118
Quantifying the impact of treatment history on plasmid-mediated resistance evolution in human gut microbiota,2019,10.1073/pnas.1912188116
Minimal Surviving Inoculum in Collective Antibiotic Resistance,2023,10.1128/mbio.02456-22
Exploration of the antibiotic resistome in a wastewater treatment plant by a nine-year longitudinal metagenomic study,2019,10.1016/j.envint.2019.105270
Optimizing Antimicrobial Therapy by Integrating Multi-Omics With Pharmacokinetic/Pharmacodynamic Models and Precision Dosing,2022,10.3389/fphar.2022.915355
Exploring biocompatible chemistry to create stapled and photoswitchable variants of the antimicrobial peptide aurein 1.2,2024,10.1002/psc.3551
"Insight into the antimicrobial mechanism of action of β2,2-amino acid derivatives from molecular dynamics simulation: Dancing the can-can at the membrane surface",2019,10.1016/j.bbamem.2019.07.016
Structure and dispersion of the conjugative mobilome in surface ocean bacterioplankton,2024,10.1093/ismeco/ycae059
Tradeoff between lag time and growth rate drives the plasmid acquisition cost,2023,10.1038/s41467-023-38022-6
Rapid assessment of changes in phage bioactivity using dynamic light scattering,2023,10.1093/pnasnexus/pgad406
Evolutionary History and Strength of Selection Determine the Rate of Antibiotic Resistance Adaptation,2022,10.1093/molbev/msac185
Equations To Predict Antimicrobial MICs in Neisseria gonorrhoeae Using Molecular Antimicrobial Resistance Determinants,2020,10.1128/AAC.02005-19
Accounting for the health risk of probiotics,2024,10.1016/j.heliyon.2024.e27908
Bacterial motility can govern the dynamics of antibiotic resistance evolution,2023,10.1038/s41467-023-41196-8
Restoring and Enhancing the Potency of Existing Antibiotics against Drug-Resistant Gram-Negative Bacteria through the Development of Potent Small-Molecule Adjuvants,2022,10.1021/acsinfecdis.2c00121
"Linear Regression Equations To Predict β-Lactam, Macrolide, Lincosamide, and Fluoroquinolone MICs from Molecular Antimicrobial Resistance Determinants in Streptococcus pneumoniae",2022,10.1128/AAC.01370-21
Interplay between strain fitness and transmission frequency determines prevalence of antimicrobial resistance,2023,10.3389/fevo.2023.981377
Interaction of Antimicrobial Lipopeptides with Bacterial Lipid Bilayers,2019,10.1007/s00232-019-00068-3
"The pneumococcal σX activator, ComW, is a DNA-binding protein critical for natural transformation",2019,10.1074/jbc.RA119.007571
The coordination of anti-phage immunity mechanisms in bacterial cells,2022,10.1038/s41467-022-35203-7
The dynamic evolution and IS 26-me diate d interspecies transfer of a bla NDM-1-bearing fusion plasmid leading to a hypervirulent carbapenem-resistant Klebsiella pneumoniae strain harbouring bla KPC-2 in a single patient,2023,10.1016/j.jgar.2023.08.021
On the mechanism of antibiotic resistance and fecal microbiota transplantation,2019,10.3934/mbe.2019354
Design and Characterization of Myristoylated and Non-Myristoylated Peptides Effective against Candida spp. Clinical Isolates,2022,10.3390/ijms23042164
Antidepressants can induce mutation and enhance persistence toward multiple antibiotics,2023,10.1073/pnas.2208344120
Relevance of the bacteriophage adherence to mucus model for Pseudomonas aeruginosa phages,2024,10.1128/spectrum.03520-23
Identification of Bacterial Membrane Selectivity of Romo1-Derived Antimicrobial Peptide AMPR-22 via Molecular Dynamics,2022,10.3390/ijms23137404
A nucleoid-associated protein is involved in the emergence of antibiotic resistance by promoting the frequent exchange of the replicative DNA polymerase in Mycobacterium smegmatis,2024,10.1128/msphere.00122-24
Epidemiological dynamics of bacteriocin competition and antibiotic resistance,2022,10.1098/rspb.2022.1197
"Modification of the Antibiotic, Colistin, with Dextrin Causes Enhanced Cytotoxicity and Triggers Apoptosis in Myeloid Leukemia",2024,10.2147/IJN.S449185
The Association between Insertion Sequences and Antibiotic Resistance Genes,2020,10.1128/mSphere.00418-20
Plasmid-encoded tet(X) genes that confer high-level tigecycline resistance in Escherichia coli,2019,10.1038/s41564-019-0496-4
Exploiting lung adaptation and phage steering to clear pan-resistant Pseudomonas aeruginosa infections in vivo,2024,10.1038/s41467-024-45785-z
Persistence Dynamics of Antimicrobial-Resistant Neisseria in the Pharynx of Rhesus Macaques,2020,10.1128/AAC.02232-19
Advancing Antimicrobial Resistance Research Through Quantitative Modeling and Synthetic Biology,2020,10.3389/fbioe.2020.583415
Biofilm Prevention and Removal in Non-Target Pseudomonas Strain by Siphovirus-like Coliphage,2024,10.3390/biomedicines12102291
Individual bacteria in structured environments rely on phenotypic resistance to phage,2021,10.1371/journal.pbio.3001406
Phenotypic heterogeneity in persisters: a novel 'hunker' theory of persistence,2022,10.1093/femsre/fuab042
"What's the Matter with MICs: Bacterial Nutrition, Limiting Resources, and Antibiotic Pharmacodynamics",2023,10.1128/spectrum.04091-22
Identification of New Antimicrobial Peptides from Mediterranean Medical Plant Charybdis pancration (Steinh.) Speta,2020,10.3390/antibiotics9110747
"Destination shapes antibiotic resistance gene acquisitions, abundance increases, and diversity changes in Dutch travelers",2021,10.1186/s13073-021-00893-z
The Biological Activities of Polyether Ionophore Antibiotic Routiennocin is Independent of Absolute Stereochemistry,2024,10.1002/cbic.202400013
Stochastic establishment of β-lactam-resistant Escherichia coli mutants reveals conditions for collective resistance,2022,10.1098/rspb.2021.2486
"Chiral Fluorescent Antifungal Azole Probes Detect Resistance, Uptake Dynamics, and Subcellular Distribution in Candida Species",2024,10.1021/jacsau.4c00479
A 'rich-get-richer' mechanism drives patchy dynamics and resistance evolution in antibiotic-treated bacteria,2024,10.1038/s44320-024-00046-5
Coupled environmental and demographic fluctuations shape the evolution of cooperative antimicrobial resistance,2023,10.1098/rsif.2023.0393
Naphthyl-Substituted Indole and Pyrrole Carboxylic Acids as Effective Antibiotic Potentiators-Inhibitors of Bacterial Cystathionine γ-Lyase,2023,10.3390/ijms242216331
Antimicrobial Peptide Screening from Microbial Genomes in Sludge Based on Deep Learning,2024,10.3390/app14051936
Comparative Meropenem Pharmacodynamics and Emergence of Resistance against Carbapenem-Susceptible Non-Carbapenemase-Producing and Carbapenemase-Producing Enterobacterales: A Pharmacodynamic Study in a Hollow-Fiber Infection Model,2023,10.3390/antibiotics12121717
A Roadblock-and-Kill Mechanism of Action Model for the DNA-Targeting Antibiotic Ciprofloxacin,2020,10.1128/AAC.02487-19
Hygiene may attenuate selection for antibiotic resistance by changing microbial community structure,2023,10.1093/emph/eoac038
Phage-Mediated Digestive Decolonization in a Gut-On-A-Chip Model: A Tale of Gut-Specific Bacterial Prosperity,2024,10.3390/v16071047
Nanocapsule designs for antimicrobial resistance,2021,10.1039/d0nr08146a
A Bioluminescence-Based Ex Vivo Burn Wound Model for Real-Time Assessment of Novel Phage-Inspired Enzybiotics,2022,10.3390/pharmaceutics14122553
Fast bacterial growth reduces antibiotic accumulation and efficacy,2022,10.7554/eLife.74062
Antifungal Activity and Potential Mechanism of N-Butylphthalide Alone and in Combination With Fluconazole Against Candida albicans,2019,10.3389/fmicb.2019.01461
Fast growth can counteract antibiotic susceptibility in shaping microbial community resilience to antibiotics,2022,10.1073/pnas.2116954119
IS26 mediated blaCTX-M-65 amplification in Escherichia coli increase the antibiotic resistance to cephalosporin in vivo,2023,10.1016/j.jgar.2023.09.018
ApoE Mimetic Peptide COG1410 Exhibits Strong Additive Interaction with Antibiotics Against Mycobacterium smegmatis,2023,10.2147/IDR.S403232
Use of the Naturally Occurring Bacteriophage Grouping Model for the Design of Potent Therapeutic Cocktails,2024,10.3390/antibiotics13050385
De novo peptides as potential antimicrobial agents,2023,10.1016/j.heliyon.2023.e19641
Multilayer networks of plasmid genetic similarity reveal potential pathways of gene transmission,2023,10.1038/s41396-023-01373-5
Genetic Factors Affect the Survival and Behaviors of Selected Bacteria during Antimicrobial Blue Light Treatment,2021,10.3390/ijms221910452
Novel Hit Compounds as Putative Antifungals: The Case of Aspergillus fumigatus,2019,10.3390/molecules24213853
Underscoring interstrain variability and the impact of growth conditions on associated antimicrobial susceptibilities in preclinical testing of novel antimicrobial drugs,2019,10.1080/1040841X.2018.1538934
Broad-spectrum antifungal activities and mechanism of drimane sesquiterpenoids,2020,10.15698/mic2020.06.719
A MATHEMATICAL MODEL OF QUORUM QUENCHING IN BIOFILMS AND ITS POTENTIAL ROLE AS AN ADJUVANT FOR ANTIBIOTIC TREATMENT,2022,10.5206/mase/14612
Mathematical comparison of protocols for adapting a bacteriophage to a new host,2024,10.1093/ve/veae100
Lipid-mediated antimicrobial resistance: a phantom menace or a new hope?,2022,10.1007/s12551-021-00912-8
Pharmacokinetics/pharmacodynamics of antipseudomonal bacteriophage therapy in rats: a proof-of-concept study,2020,10.1016/j.cmi.2020.04.039
Cefotaxime Exposure Selects Mutations within the CA-Domain of envZ Which Promote Antibiotic Resistance but Repress Biofilm Formation in Salmonella,2022,10.1128/spectrum.02145-21
Global dispersal and potential sources of antibiotic resistance genes in atmospheric remote depositions,2022,10.1016/j.envint.2022.107077
Urinary Plasmids Reduce Permissivity to Coliphage Infection,2023,10.1128/spectrum.01309-23
Quantifying Dynamic Phenotypic Heterogeneity in Resistant Escherichia coli under Translation-Inhibiting Antibiotics,2024,10.1002/advs.202304548
Two New Plasmid Post-segregational Killing Mechanisms for the Implementation of Synthetic Gene Networks in Escherichia coli,2019,10.1016/j.isci.2019.03.019
Machine learning-based prediction of antibiotic resistance in Mycobacterium tuberculosis clinical isolates from Uganda,2024,10.1186/s12879-024-10282-7
Combination of in vivo phage therapy data with in silico model highlights key parameters for pneumonia treatment efficacy,2022,10.1016/j.celrep.2022.110825
How do Self-Assembling Antimicrobial Lipopeptides Kill Bacteria?,2020,10.1021/acsami.0c17222
Filamentous bacteriophages are associated with chronic Pseudomonas lung infections and antibiotic resistance in cystic fibrosis,2019,10.1126/scitranslmed.aau9748
Hansch analysis by QSAR model of curcumin and eight of its transformed derivatives with antimicrobial activity against Staphylococcus aureus,2024,10.56499/jppres24.1945_12.5.1008
Application of Optimal Control to Influenza Pneumonia Coinfection with Antiviral Resistance,2020,10.1155/2020/5984095
Community interactions drive the evolution of antibiotic tolerance in bacteria,2023,10.1073/pnas.2209043119
Rationally designed antimicrobial peptides: Insight into the mechanism of eleven residue peptides against microbial infections,2020,10.1016/j.bbamem.2020.183177
"When does antimicrobial resistance increase bacterial fitness? Effects of dosing, social interactions, and frequency dependence on the benefits of AmpC β-lactamases in broth, biofilms, and a gut infection model",2024,10.1093/evlett/qrae015
Molecular reprogramming and phenotype switching in Staphylococcus aureus lead to high antibiotic persistence and affect therapy success,2021,10.1073/pnas.2014920118
Impedance sensing of antibiotic interactions with a pathogenic E. coli outer membrane supported bilayer,2022,10.1016/j.bios.2022.114045
Large- scale characterization of the macrolide resistome reveals high diversity and several new pathogen- associated genes,2022,10.1099/mgen.0.000770
A Methylazanediyl Bisacetamide Derivative Sensitizes Staphylococcus aureus Persisters to a Combination of Gentamicin And Daptomycin,2024,10.1002/advs.202306112
Quantifying patient- and hospital-level antimicrobial resistance dynamics in Staphylococcus aureus from routinely collected data,2023,10.1099/jmm.0.001724
A High-Resolution View of Adaptive Event Dynamics in a Plasmid,2019,10.1093/gbe/evz197
Modeling the ecology of parasitic plasmids,2021,10.1038/s41396-021-00954-6
Defining the Benefits of Antibiotic Resistance in Commensals and the Scope for Resistance Optimization,2023,10.1128/mbio.01349-22
"Pseudomonas aeruginosa: pathogenesis, virulence factors, antibiotic resistance, interaction with host, technology advances and emerging therapeutics",2022,10.1038/s41392-022-01056-1
Combined effect of SAR- endolysin LysKpV475 with polymyxin B and Salmonella bacteriophage phSE-5,2024,10.1099/mic.0.001462
Integrating In Vitro and In Silico Analysis of a Cationic Antimicrobial Peptide Interaction with Model Membranes of Colistin-Resistant Pseudomonas aeruginosa Strains,2022,10.3390/pharmaceutics14061248
Targeting Human Proteins for Antiviral Drug Discovery and Repurposing Efforts: A Focus on Protein Kinases,2023,10.3390/v15020568
Role of Relebactam in the Antibiotic Resistance Acquisition in Pseudomonas aeruginosa: In Vitro Study,2023,10.3390/antibiotics12111619
Evolutionary mechanisms that determine which bacterial genes are carried on plasmids,2021,10.1002/evl3.226
A Novel Cecropin D-Derived Short Cationic Antimicrobial Peptide Exhibits Antibacterial Activity Against Wild-Type and Multidrug-Resistant Strains ofKlebsiella pneumoniaeandPseudomonas aeruginosa,2020,10.1177/1176934320936266
Eco-evolutionary dynamics of cooperative antimicrobial resistance in a population of fluctuating volume and size,2024,10.1088/1751-8121/ad4ad6
Broad-spectrum activity of membranolytic cationic macrocyclic peptides against multi-drug resistant bacteria and fungi,2024,10.1016/j.ejps.2024.106776
Evaluation of ESBL resistance dynamics in Escherichia coli isolates by mathematical modeling,2022,10.1515/phys-2022-0054
Role of internal loop dynamics in antibiotic permeability of outer membrane porins,2022,10.1073/pnas.2117009119
The pharmacokinetic-pharmacodynamic modelling framework as a tool to predict drug resistance evolution,2023,10.1099/mic.0.001368
Diversification of Pseudomonas aeruginosa Biofilm Populations under Repeated Phage Exposures Decreases the Efficacy of the Treatment,2024,10.3390/microorganisms12091880
Collateral sensitivity counteracts the evolution of antifungal drug resistance in Candida auris,2024,10.1038/s41564-024-01811-w
Insights into the Adsorption Mechanisms of the Antimicrobial Peptide CIDEM-501 on Membrane Models,2024,10.3390/antibiotics13020167
The functional convergence of antibiotic resistance in β-lactamases is not conferred by a simple convergent substitution of amino acid,2019,10.1111/eva.12835
"Epistasis, core-genome disharmony, and adaptation in recombining bacteria",2024,10.1128/mbio.00581-24
Growth-mediated negative feedback shapes quantitative antibiotic response,2022,10.15252/msb.202110490
Application of Semi-Mechanistic Pharmacokinetic and Pharmacodynamic Model in Antimicrobial Resistance,2022,10.3390/pharmaceutics14020246
Resist or perish: Fate of a microbial population subjected to a periodic presence of antimicrobial,2020,10.1371/journal.pcbi.1007798
BamA-targeted antimicrobial peptide design for enhanced efficacy and reduced toxicity,2023,10.1007/s00726-023-03307-z
Acyl chain length tuning improves antimicrobial potency and biocompatibility of short designed lipopeptides,2023,10.1016/j.jcis.2022.10.114
Pulmonary bacteriophage and cystic fibrosis airway mucus: friends or foes?,2023,10.3389/fmed.2023.1088494
Genetic transformation of the frog-killing chytrid fungus Batrachochytrium dendrobatidis,2024,10.1073/pnas.2317928121
In vitro modeling of polyclonal infection dynamics within the human airways by Haemophilus influenzae differential fluorescent labeling,2023,10.1128/spectrum.00993-23
Bacterial community assembly and antibiotic resistance genes in soils exposed to antibiotics at environmentally relevant concentrations,2023,10.1111/1462-2920.16371
Purification of PaTx-II from the Venom of the Australian King Brown Snake and Characterization of Its Antimicrobial and Wound Healing Activities,2023,10.3390/ijms24054359
Understanding the effects of sub-inhibitory antibiotic concentrations on the development of β-lactamase resistance based on quantile regression analysis,2024,10.1093/jambio/lxae084
Dead bacterial absorption of antimicrobial peptides underlies collective tolerance,2019,10.1098/rsif.2018.0701
Estimating the transfer rates of bacterial plasmids with an adapted Luria-Delbruck fluctuation analysis,2022,10.1371/journal.pbio.3001732
Self-assembly antimicrobial peptide for treatment of multidrug-resistant bacterial infection,2024,10.1186/s12951-024-02896-5
"Stability, Hopf bifurcation and effects of impulsive antibiotic treatments in a model of drug resistance with conversion delay",2019,10.1186/s13662-019-2216-z
Nutrient Gradients Mediate Complex Colony-Level Antibiotic Responses in Structured Microbial Populations,2022,10.3389/fmicb.2022.740259
Antimicrobial Peptide K11 Selectively Recognizes Bacterial Biomimetic Membranes and Acts by Twisting Their Bilayers,2021,10.3390/ph14010001
Innovations in genomic antimicrobial resistance surveillance,2023,10.1016/S2666-5247(23)00285-9
Antifungal Activity of N-(4-Halobenzyl)amides against Candida spp. and Molecular Modeling Studies,2022,10.3390/ijms23010419
Antibiotic drug-resistance as a complex system driven by socio-economic growth and antibiotic misuse,2019,10.1038/s41598-019-46078-y
Antibiofilm Activity on Candida albicans and Mechanism of Action on Biomembrane Models of the Antimicrobial Peptide Ctn[15-34],2020,10.3390/ijms21218339
"Biocide Susceptibility and Antimicrobial Resistance of Escherichia coli Isolated from Swine Feces, Pork Meat and Humans in Germany",2023,10.3390/antibiotics12050823
Exploring factors shaping antibiotic resistance patterns in Streptococcus pneumoniae during the 2020 COVID-19 pandemic,2024,10.7554/eLife.85701
Identification of potential biogenic chalcones against antibiotic resistant efflux pump (AcrB) via computational study,2024,10.1080/07391102.2023.2225099
Evolutionary Rescue and Drug Resistance on Multicopy Plasmids,2020,10.1534/genetics.119.303012
Modulation of free energy landscapes as a strategy for the design of antimicrobial peptides,2022,10.1007/s10867-022-09605-z
Dynamic Effect of β-Lactam Antibiotic Inactivation Due to the Inter- and Intraspecies Interaction of Drug-Resistant Microbes,2024,10.1021/acsbiomaterials.3c01678
Differentiation of different antifungals with various mechanisms using dynamic surface-enhanced Raman spectroscopy combined with machine learning,2021,10.1142/S1793545821410029
Analyzing the Mechanisms Behind Macrolide Antibiotic-Induced Liver Injury Using Quantitative Systems Toxicology Modeling,2019,10.1007/s11095-019-2582-y
PlasBin-flow: a flow-based MILP algorithm for plasmid contigs binning,2023,10.1093/bioinformatics/btad250
Segregational instability of multicopy plasmids: A population genetics approach,2022,10.1002/ece3.9469
Potent Activity of Hybrid Arthropod Antimicrobial Peptides Linked by Glycine Spacers,2021,10.3390/ijms22168919
Prediction of antimicrobial resistance based on whole-genome sequencing and machine learning,2022,10.1093/bioinformatics/btab681
Synergistic and antibiofilm potential of Curcuma aromatica derived silver nanoparticles in combination with antibiotics against multidrug-resistant pathogens,2022,10.3389/fchem.2022.1029056
Antibiotic-Induced Mutagenesis: Under the Microscope,2020,10.3389/fmicb.2020.585175
"Design, Synthesis and Antimicrobial Potential of Conjugated Metallopeptides Targeting DNA",2024,10.3390/scipharm92020021
The antibiotic crisis: On the search for novel antibiotics and resistance mechanisms,2024,10.1111/1751-7915.14430
An expectation-maximization algorithm for estimating proportions of deletions among bacterial populations with application to study antibiotic resistance gene transfer in Enterococcus faecalis,2023,10.1007/s42995-022-00144-z
Using machine learning to optimize antibiotic combinations: dosing strategies for meropenem and polymyxin B against carbapenem-resistant Acinetobacter baumannii,2020,10.1016/j.cmi.2020.02.004
Investigating the survival and activity of a bacteriophage in the complex colon environment with the use of a dynamic model of the colon (TIM-2),2023,10.1016/j.micpath.2023.106061
Drug-target binding quantitatively predicts optimal antibiotic dose levels in quinolones,2020,10.1371/journal.pcbi.1008106
Soil metabolic processes influenced by rice roots co-regulates the environmental evolution of antibiotic resistome,2024,10.1016/j.envint.2024.109116
Antibody-mediated crosslinking of gut bacteria hinders the spread of antibiotic resistance,2019,10.1111/evo.13730
Inter-species interactions alter antibiotic efficacy in bacterial communities,2022,10.1038/s41396-021-01130-6
Cyclic CMP and cyclic UMP mediate bacterial immunity against phages,2021,10.1016/j.cell.2021.09.031
Efficient removal of sulfonamide and tetracycline antibiotics using triazine-based porous organic polymers,2025,10.1016/j.seppur.2024.129731
Intracellular Organization by Jumbo Bacteriophages,2021,10.1128/JB.00362-20
High-throughput screening identification of apigenin that reverses the colistin resistance of mcr-1-positive pathogens,2024,10.1128/spectrum.00341-24
Interaction of synthetic antimicrobial peptides of the Hylin a1 family with models of eukaryotic structures: Zwitterionic membranes and DNA,2020,10.1016/j.bbrep.2020.100827
Large-scale genomic analysis of Elizabethkingia anophelis,2024,10.1186/s12864-024-10921-y
Resistance Evolution Against Antimicrobial Peptides in Staphylococcus aureus Alters Pharmacodynamics Beyond the MIC,2020,10.3389/fmicb.2020.00103
Molecular pharmacodynamics of meropenem for nosocomial pneumonia caused by Pseudomonas aeruginosa,2024,10.1128/mbio.03165-23
Tryptophan End-Tagging Confers Antifungal Activity on a Tick-Derived Peptide by Triggering Reactive Oxygen Species Production,2024,10.1021/acsomega.4c00478
Segregational drift hinders the evolution of antibiotic resistance on polyploid replicons,2023,10.1371/journal.pgen.1010829
Antimicrobial Peptides: An Update on Classifications and Databases,2021,10.3390/ijms222111691
Fate and seasonality of antimicrobial resistance genes during full-scale anaerobic digestion of cattle manure across seven livestock production facilities,2022,10.1002/jeq2.20350
Carbosilane Dendron-Peptide Nanoconjugates as Antimicrobial Agents,2019,10.1021/acs.molpharmaceut.9b00222
Tuning sterol extraction kinetics yields a renal-sparing polyene antifungal,2023,10.1038/s41586-023-06710-4
"Antibiofilm Activity of a Trichoderma Metabolite against Xanthomonas campestris pv. campestris, Alone and in Association with a Phage",2020,10.3390/microorganisms8050620
Deciphering the Molecular Recognition Mechanism of Multidrug Resistance Staphylococcus aureus NorA Efflux Pump Using a Supervised Molecular Dynamics Approach,2019,10.3390/ijms20164041
Advanced Methods for Studying Structure and Interactions of Macrolide Antibiotics,2020,10.3390/ijms21207799
Fluconazole Monotherapy Is a Suboptimal Option for Initial Treatment of Cryptococcal Meningitis Because of Emergence of Resistance,2019,10.1128/mBio.02575-19
Transcriptome Analysis of Pseudomonas aeruginosa Biofilm Infection in an Ex Vivo Pig Model of the Cystic Fibrosis Lung,2022,10.1128/aem.01789-21
Intracellular bactericidal activity and action mechanism of MDP1 antimicrobial peptide against VRSA and MRSA in human endothelial cells,2024,10.3389/fmicb.2024.1416995
Abscisic Acid Connects Phytohormone Signaling with RNA Metabolic Pathways and Promotes an Antiviral Response that Is Evaded by a Self-Controlled RNA Virus,2020,10.1016/j.xplc.2020.100099
Reduced selection for antibiotic resistance in community context is maintained despite pressure by additional antibiotics,2023,10.1038/s43705-023-00262-4
Insights into idarubicin antimicrobial activity against methicillin-resistant Staphylococcus aureus,2020,10.1080/21505594.2020.1770493
Simulation Study of the Effect of Antimicrobial Peptide Associations on the Mechanism of Action with Bacterial and Eukaryotic Membranes,2022,10.3390/membranes12090891
