Title,Year,DOI
Proof-of-concept for incorporating mechanistic insights from multi-omics analyses of polymyxin B in combination with chloramphenicol against Klebsiella pneumoniae,2023,10.1002/psp4.12923
Simulating the Influence of Conjugative-Plasmid Kinetic Values on the Multilevel Dynamics of Antimicrobial Resistance in a Membrane Computing Model,2020,10.1128/AAC.00593-20
Evolutionary History and Strength of Selection Determine the Rate of Antibiotic Resistance Adaptation,2022,10.1093/molbev/msac185
Stochastic bacterial population dynamics restrict the establishment of antibiotic resistance from single cells,2020,10.1073/pnas.1919672117
Synergy of polymyxin B and minocycline against KPC-3- and OXA-48-producing Klebsiella pneumoniae in dynamic time-kill experiments: agreement with in silico predictions,2024,10.1093/jac/dkad394
Novel metallo-β-lactamases inhibitors restore the susceptibility of carbapenems to New Delhi metallo-lactamase-1 (NDM-1)-harbouring bacteria,2024,10.1111/bph.16210
Antisense peptide nucleic acid inhibits the growth of KPC-producing Klebsiella pneumoniae strain,2021,10.1016/j.resmic.2021.103837
Unravelling the challenge of cotrimoxazole and rifampin resistance in B. melitensis and B. abortus: A systematic review and meta-analysis,2024,10.1371/journal.pntd.0012630
Effect of fluoroquinolone resistance mutation Thr-82→Ile on Clostridioides difficile fitness,2019,10.1093/jac/dky535
Rechargeable Multifunctional Anti-Bacterial AEMs for Electrodialysis: Improving Anti-Biological Performance via Synergistic Antibacterial Mechanism,2023,10.1002/advs.202303588
Agmatine accumulation by Pseudomonas aeruginosa clinical isolates confers antibiotic tolerance and dampens host inflammation,2019,10.1099/jmm.0.000928
Insights into idarubicin antimicrobial activity against methicillin-resistant Staphylococcus aureus,2020,10.1080/21505594.2020.1770493
Docking and Molecular Dynamic of Microalgae Compounds as Potential Inhibitors of Beta-Lactamase,2022,10.3390/ijms23031630
Comprehensive screening of genomic and metagenomic data reveals a large diversity of tetracycline resistance genes,2020,10.1099/mgen.0.000455
Pharmacokinetics/pharmacodynamics of antipseudomonal bacteriophage therapy in rats: a proof-of-concept study,2020,10.1016/j.cmi.2020.04.039
Targeting Hidden Pathogens: Cell-Penetrating Enzybiotics Eradicate Intracellular Drug-Resistant Staphylococcus aureus,2020,10.1128/mBio.00209-20
Transient drug-tolerance and permanent drug-resistance rely on the trehalose-catalytic shift in Mycobacterium tuberculosis,2019,10.1038/s41467-019-10975-7
Chicken gut microbiome members limit the spread of an antimicrobial resistance plasmid in Escherichia coli,2021,10.1098/rspb.2021.2027
Tobramycin Adaptation Enhances Policing of Social Cheaters in Pseudomonas aeruginosa,2021,10.1128/AEM.00029-21
Dynamics of an LPS translocon induced by substrate and an antimicrobial peptide,2021,10.1038/s41589-020-00694-2
Antifungal Activity of N-(4-Halobenzyl)amides against Candida spp. and Molecular Modeling Studies,2021,10.3390/ijms23010419
The microbiome-derived antibacterial lugdunin acts as a cation ionophore in synergy with host peptides,2024,10.1128/mbio.00578-24
Antibiofilm Activity on Candida albicans and Mechanism of Action on Biomembrane Models of the Antimicrobial Peptide Ctn[15-34],2020,10.3390/ijms21218339
Estimating tuberculosis drug resistance amplification rates in high-burden settings,2022,10.1186/s12879-022-07067-1
(19)F solid-state NMR approaches to probe antimicrobial peptide interactions with membranes in whole cells,2024,10.1016/j.bbamem.2023.184269
Pulsed antibiotic treatments of gnotobiotic mice manifest in complex bacterial community dynamics and resistance effects,2023,10.1016/j.chom.2023.05.013
Impact Assessment of vB_KpnP_K1-ULIP33 Bacteriophage on the Human Gut Microbiota Using a Dynamic In Vitro Model,2023,10.3390/v15030719
Bacterial cytological profiling reveals interactions between jumbo phage φKZ infection and cell wall active antibiotics in Pseudomonas aeruginosa,2023,10.1371/journal.pone.0280070
Long-Term Interactions of Salmonella Enteritidis With a Lytic Phage for 21 Days in High Nutrients Media,2022,10.3389/fcimb.2022.897171
Underscoring interstrain variability and the impact of growth conditions on associated antimicrobial susceptibilities in preclinical testing of novel antimicrobial drugs,2019,10.1080/1040841X.2018.1538934
Microbial interactions impact stress tolerance in a model oral community,2024,10.1128/spectrum.01005-24
"Lenacapavir: A Novel, Potent, and Selective First-in-Class Inhibitor of HIV-1 Capsid Function Exhibits Optimal Pharmacokinetic Properties for a Long-Acting Injectable Antiretroviral Agent",2023,10.1021/acs.molpharmaceut.3c00626
The interaction of plant flavones with amphotericin B: Consequences for its pore-forming ability,2024,10.1016/j.biopha.2024.116723
Filamentous Bacteriophages and the Competitive Interaction between Pseudomonas aeruginosa Strains under Antibiotic Treatment: a Modeling Study,2021,10.1128/mSystems.00193-21
Quantifying Dynamic Phenotypic Heterogeneity in Resistant Escherichia coli under Translation-Inhibiting Antibiotics,2024,10.1002/advs.202304548
Ten simple rules for the sharing of bacterial genotype-Phenotype data on antimicrobial resistance,2023,10.1371/journal.pcbi.1011129
Amplify antimicrobial photo dynamic therapy efficacy with poly-beta-amino esters (PBAEs),2021,10.1038/s41598-021-86773-3
Inhibition of SARS-CoV-2 polymerase by nucleotide analogs from a single-molecule perspective,2021,10.7554/eLife.70968
Designing ecologically optimized pneumococcal vaccines using population genomics,2020,10.1038/s41564-019-0651-y
Antimicrobial peptide induced colloidal transformations in bacteria-mimetic vesicles: Combining in silico tools and experimental methods,2021,10.1016/j.jcis.2021.03.060
"New pyrazolylpyrazoline derivatives as dual acting antimalarial-antileishamanial agents: synthesis, biological evaluation and molecular modelling simulations",2022,10.1080/14756366.2022.2117316
Simulating Multilevel Dynamics of Antimicrobial Resistance in a Membrane Computing Model,2019,10.1128/mBio.02460-18
Evolutionary model for the unequal segregation of high copy plasmids,2019,10.1371/journal.pcbi.1006724
Predicting the Impact of Typhoid Conjugate Vaccines on Antimicrobial Resistance,2019,10.1093/cid/ciy1108
Quantifying rapid bacterial evolution and transmission within the mouse intestine,2021,10.1016/j.chom.2021.08.003
Vaccinomics to Design a Multi-Epitopes Vaccine for Acinetobacter baumannii,2022,10.3390/ijerph19095568
Survival strategies of Eisenia fetida in antibiotic-contaminated soil based on screening canonical correlation analysis model,2024,10.1016/j.ecoenv.2024.117367
"Anatomy of an extensively drug-resistant Klebsiella pneumoniae outbreak in Tuscany, Italy",2021,10.1073/pnas.2110227118
Preventing human influenza and coronaviral mono or coinfection by blocking virus-induced sialylation,2024,10.1016/j.antiviral.2024.106041
Flavopereirine-An Alkaloid Derived from Geissospermum vellosii-Presents Leishmanicidal Activity In Vitro,2019,10.3390/molecules24040785
Experimental evolution in morbidostat reveals converging genomic trajectories on the path to triclosan resistance,2021,10.1099/mgen.0.000553
Whole-cell modeling of E. coli colonies enables quantification of single-cell heterogeneity in antibiotic responses,2023,10.1371/journal.pcbi.1011232
IS26 mediated bla(CTX-M-65) amplification in Escherichia coli increase the antibiotic resistance to cephalosporin in vivo,2023,10.1016/j.jgar.2023.09.018
Cross-feeding modulates the rate and mechanism of antibiotic resistance evolution in a model microbial community of Escherichia coli and Salmonella enterica,2020,10.1371/journal.ppat.1008700
Triggering Toll-Like Receptor 5 Signaling During Pneumococcal Superinfection Prevents the Selection of Antibiotic Resistance,2024,10.1093/infdis/jiae239
Sub-inhibitory antibiotic treatment selects for enhanced metabolic efficiency,2024,10.1128/spectrum.03241-23
THE GORDON WILSON LECTURE: THE HEPATITIS C VIRUS: FROM HIPPOCRATES TO CURE,2019,
Exploration of CviR-mediated quorum sensing inhibitors from Cladosporium spp. against Chromobacterium violaceum through computational studies,2023,10.1038/s41598-023-42833-4
Flagellar interference with plasmid uptake in biofilms: a joint experimental and modeling study,2024,10.1128/aem.01510-23
Projecting the development of antimicrobial resistance in Neisseria gonorrhoeae from antimicrobial surveillance data: a mathematical modelling study,2023,10.1186/s12879-023-08200-4
Molecular anatomy of the receptor binding module of a bacteriophage long tail fiber,2019,10.1371/journal.ppat.1008193
Small-Molecule Inhibitor of Flaviviral NS3-NS5 Interaction with Broad-Spectrum Activity and Efficacy In Vivo,2023,10.1128/mbio.03097-22
Role of Phage Capsid in the Resistance to UV-C Radiations,2021,10.3390/ijms22073408
Identification of allosteric hotspots regulating the ribosomal RNA binding by antibiotic resistance-conferring Erm methyltransferases,2022,10.1016/j.jbc.2022.102208
Machine learning aided multiscale modelling of the HIV-1 infection in the presence of NRTI therapy,2023,10.7717/peerj.15033
Fast growth can counteract antibiotic susceptibility in shaping microbial community resilience to antibiotics,2022,10.1073/pnas.2116954119
Towards a general model for predicting minimal metal concentrations co-selecting for antibiotic resistance plasmids,2021,10.1016/j.envpol.2021.116602
Identification of Bacterial Membrane Selectivity of Romo1-Derived Antimicrobial Peptide AMPR-22 via Molecular Dynamics,2022,10.3390/ijms23137404
Institutional governance and responsiveness to antimicrobial resistance: a qualitative study of Australian hospital executives,2021,10.1136/bmjopen-2021-055215
"Human Nasal Epithelial Cells Sustain Persistent SARS-CoV-2 Infection In Vitro, despite Eliciting a Prolonged Antiviral Response",2022,10.1128/mbio.03436-21
Equations To Predict Antimicrobial MICs in Neisseria gonorrhoeae Using Molecular Antimicrobial Resistance Determinants,2020,10.1128/AAC.02005-19
PHPGAT: predicting phage hosts based on multimodal heterogeneous knowledge graph with graph attention network,2024,10.1093/bib/bbaf017
"Novel 1,3,5-Triazinyl Aminobenzenesulfonamides Incorporating Aminoalcohol, Aminochalcone and Aminostilbene Structural Motifs as Potent Anti-VRE Agents, and Carbonic Anhydrases I, II, VII, IX, and XII Inhibitors",2021,10.3390/ijms23010231
Integrative Approach to Dissect the Drug Resistance Mechanism of the H172Y Mutation of SARS-CoV-2 Main Protease,2023,10.1021/acs.jcim.3c00344
The effects of single and multiple resistance mechanisms on bacterial response to meropenem,2024,10.1016/j.cmi.2024.06.026
Novel antibiotics effective against gram-positive and -negative multi-resistant bacteria with limited resistance,2019,10.1371/journal.pbio.3000337
"Theaflavin-3,3´-digallate increases the antibacterial activity of β-lactam antibiotics by inhibiting metallo-β-lactamase activity",2019,10.1111/jcmm.14580
4-4-(Anilinomethyl)-3-[4-(trifluoromethyl)phenyl]-1H-pyrazol-1-ylbenzoic acid derivatives as potent anti-gram-positive bacterial agents,2021,10.1016/j.ejmech.2021.113402
The antimalarial MMV688533 provides potential for single-dose cures with a high barrier to Plasmodium falciparum parasite resistance,2021,10.1126/scitranslmed.abg6013
Binding mechanism of oseltamivir and influenza neuraminidase suggests perspectives for the design of new anti-influenza drugs,2022,10.1371/journal.pcbi.1010343
Response guided therapy for reducing duration of direct acting antivirals in chronic hepatitis C infected patients: a Pilot study,2020,10.1038/s41598-020-74568-x
Emergence of Resistance to Ceftazidime-Avibactam in a Pseudomonas aeruginosa Isolate Producing Derepressed bla(PDC) in a Hollow-Fiber Infection Model,2021,10.1128/AAC.00124-21
Rationally Designed Novel Antimicrobial Peptides Targeting Chitin Synthase for Combating Soybean Phytophthora Blight,2024,10.3390/ijms25063512
"Insight into the Antibacterial Action of Iodinated Imine, an Analogue of Rafoxanide: a Comprehensive Study of Its Antistaphylococcal Activity",2023,10.1128/spectrum.03064-22
Increased flexibility of the SARS-CoV-2 RNA-binding site causes resistance to remdesivir,2023,10.1371/journal.ppat.1011231
Dynamic PET-facilitated modeling and high-dose rifampin regimens for Staphylococcus aureus orthopedic implant-associated infections,2021,10.1126/scitranslmed.abl6851
Dose Optimization of Combined Linezolid and Fosfomycin against Enterococcus by Using an In Vitro Pharmacokinetic/Pharmacodynamic Model,2021,10.1128/Spectrum.00871-21
"Characterization of drug resistance and genetic diversity of Plasmodium falciparum parasites from Tripura, Northeast India",2019,10.1038/s41598-019-50152-w
Role of Pseudomonas aeruginosa Glutathione Biosynthesis in Lung and Soft Tissue Infection,2020,10.1128/IAI.00116-20
Restoring and Enhancing the Potency of Existing Antibiotics against Drug-Resistant Gram-Negative Bacteria through the Development of Potent Small-Molecule Adjuvants,2022,10.1021/acsinfecdis.2c00121
Bacterial 2'-Deoxyguanosine Riboswitch Classes as Potential Targets for Antibiotics: A Structure and Dynamics Study,2022,10.3390/ijms23041925
Role of internal loop dynamics in antibiotic permeability of outer membrane porins,2022,10.1073/pnas.2117009119
"Rebound of multiple infections and prevalence of anti-malarial resistance associated markers following malaria upsurges in Dielmo village, Senegal, West Africa",2023,10.1186/s12936-023-04694-0
Computational Insights and In Vitro Validation of Antibacterial Potential of Shikimate Pathway-Derived Phenolic Acids as NorA Efflux Pump Inhibitors,2022,10.3390/molecules27082601
Drug-dependent growth curve reshaping reveals mechanisms of antifungal resistance in Saccharomyces cerevisiae,2022,10.1038/s42003-022-03228-9
Unpredictability of the Fitness Effects of Antimicrobial Resistance Mutations Across Environments in Escherichia coli,2024,10.1093/molbev/msae086
Pseudomonas syringae pv. phaseolicola Uses Distinct Modes of Stationary-Phase Persistence To Survive Bacteriocin and Streptomycin Treatments,2021,10.1128/mBio.00161-21
Cubosome lipid nanocarriers for delivery of ultra-short antimicrobial peptides,2025,10.1016/j.jcis.2024.07.232
"Characterization of a selective, iron-chelating antifungal compound that disrupts fungal metabolism and synergizes with fluconazole",2024,10.1128/spectrum.02594-23
Ceftolozane-Tazobactam against Pseudomonas aeruginosa Cystic Fibrosis Clinical Isolates in the Hollow-Fiber Infection Model: Challenges Imposed by Hypermutability and Heteroresistance,2023,10.1128/aac.00414-23
PmxPred: A data-driven approach for the identification of active polymyxin analogues against gram-negative bacteria,2024,10.1016/j.compbiomed.2023.107681
Conformational dynamics and putative substrate extrusion pathways of the N-glycosylated outer membrane factor CmeC from Campylobacter jejuni,2023,10.1371/journal.pcbi.1010841
Predicting Pseudomonas aeruginosa drug resistance using artificial intelligence and clinical MALDI-TOF mass spectra,2024,10.1128/msystems.00789-24
Hospital outbreak of carbapenem-resistant Enterobacterales associated with a bla(OXA-48) plasmid carried mostly by Escherichia coli ST399,2022,10.1099/mgen.0.000675
Reconciling the Potentially Irreconcilable? Genotypic and Phenotypic Amoxicillin-Clavulanate Resistance in Escherichia coli,2020,10.1128/AAC.02026-19
Antimicrobial peptide-conjugated phage-mimicking nanoparticles exhibit potent bactericidal action against Streptococcus pyogenes in murine wound infection models,2024,10.1039/d3na00620d
Dynamics of DNA nicking and unwinding by the RepC-PcrA complex,2020,10.1093/nar/gkz1200
Heterogeneous survival upon disinfection underlies evolution of increased tolerance,2024,10.1128/spectrum.03276-22
Molecular pharmacodynamics of meropenem for nosocomial pneumonia caused by Pseudomonas aeruginosa,2024,10.1128/mbio.03165-23
Genomic and Functional Analysis of Emerging Virulent and Multidrug-Resistant Escherichia coli Lineage Sequence Type 648,2019,10.1128/AAC.00243-19
Individual bacteria in structured environments rely on phenotypic resistance to phage,2021,10.1371/journal.pbio.3001406
Honokiol Restores Polymyxin Susceptibility to MCR-1-Positive Pathogens both In Vitro and In Vivo,2020,10.1128/AEM.02346-19
Using rapid point-of-care tests to inform antibiotic choice to mitigate drug resistance in gonorrhoea,2020,10.2807/1560-7917.ES.2020.25.43.1900210
"A Self-Forming Hydrogel from a Bactericidal Copolymer: Synthesis, Characterization, Biological Evaluations and Perspective Applications",2022,10.3390/ijms232315092
A High-Resolution View of Adaptive Event Dynamics in a Plasmid,2019,10.1093/gbe/evz197
Enhancing the Therapeutic Potential of Peptide Antibiotics Using Bacteriophage Mimicry Strategies,2025,10.1002/advs.202411753
Clustering minimal inhibitory concentration data through Bayesian mixture models: An application to detect Mycobacterium tuberculosis resistance mutations,2023,10.1177/09622802231211010
"Azithromycin, a potent autophagy inhibitor for cancer therapy, perturbs cytoskeletal protein dynamics",2023,10.1038/s41416-023-02210-4
Integrated metabolomic and transcriptomic analyses of the synergistic effect of polymyxin-rifampicin combination against Pseudomonas aeruginosa,2022,10.1186/s12929-022-00874-3
Modeling transport of antibiotic resistant bacteria in aquatic environment using stochastic differential equations,2020,10.1038/s41598-020-72106-3
Multidrug Resistance in Neisseria gonorrhoeae: Identification of Functionally Important Residues in the MtrD Efflux Protein,2019,10.1128/mBio.02277-19
Candida parapsilosis isolates carrying mutations outside FKS1 hotspot regions confer high echinocandin tolerance and facilitate the development of echinocandin resistance,2023,10.1016/j.ijantimicag.2023.106831
Predictable properties of fitness landscapes induced by adaptational tradeoffs,2020,10.7554/eLife.55155
Targeting antibiotic resistant bacteria with phage reduces bacterial density in an insect host,2019,10.1098/rsbl.2018.0895
A Chemical Counterpunch: Chromobacterium violaceum ATCC 31532 Produces Violacein in Response to Translation-Inhibiting Antibiotics,2020,10.1128/mBio.00948-20
Learning from the Montreal Protocol to improve the global governance of antimicrobial resistance,2024,10.1136/bmjgh-2024-015690
Modified Antibiotic Adjuvant Ratios Can Slow and Steer the Evolution of Resistance: Co-amoxiclav as a Case Study,2019,10.1128/mBio.01831-19
Fusidic acid resistance through changes in the dynamics of the drug target,2020,10.1073/pnas.2008577117
Evolutionary rescue of resistant mutants is governed by a balance between radial expansion and selection in compact populations,2022,10.1038/s41467-022-35484-y
Dual Predation by Bacteriophage and Bdellovibrio bacteriovorus Can Eradicate Escherichia coli Prey in Situations where Single Predation Cannot,2020,10.1128/JB.00629-19
Transcriptome Analysis of Pseudomonas aeruginosa Biofilm Infection in an Ex Vivo Pig Model of the Cystic Fibrosis Lung,2022,10.1128/AEM.01789-21
Inhibition of falcilysin from Plasmodium falciparum by interference with its closed-to-open dynamic transition,2024,10.1038/s42003-024-06774-6
Manipulation of natural transformation by AbaR-type islands promotes fixation of antibiotic resistance in Acinetobacter baumannii,2024,10.1073/pnas.2409843121
Optimization of periodic treatment strategies for bacterial biofilms using an agent-based in silico approach,2024,10.1098/rsif.2024.0078
Dynamical model of antibiotic responses linking expression of resistance genes to metabolism explains emergence of heterogeneity during drug exposures,2024,10.1088/1478-3975/ad2d64
In vivo efficacy of phage cocktails against carbapenem resistance Acinetobacter baumannii in the rat pneumonia model,2024,10.1128/jvi.00467-24
In Silico and In Vitro Assessment of Carbonyl Reductase 1 Inhibition Using ASP9521-A Potent Aldo-Keto Reductase 1C3 Inhibitor with the Potential to Support Anticancer Therapy Using Anthracycline Antibiotics,2023,10.3390/molecules28093767
Evolutionary Dynamics of Accelerated Antiviral Resistance Development in Hypermutator Herpesvirus,2024,10.1093/molbev/msae119
A Genotype-Phenotype Correlation Study of SHV β-Lactamases Offers New Insight into SHV Resistance Profiles,2020,10.1128/AAC.02293-19
High-throughput screening identification of apigenin that reverses the colistin resistance of mcr-1-positive pathogens,2024,10.1128/spectrum.00341-24
"Multi-step vs. single-step resistance evolution under different drugs, pharmacokinetics, and treatment regimens",2021,10.7554/eLife.64116
Capturing Value Attributes in the Economic Evaluation of Ceftazidime with Avibactam for Treating Severe Aerobic Gram-Negative Bacterial Infections in the United Kingdom,2023,10.1007/s40273-023-01310-6
Mathematical Modelling Highlights the Potential for Genetic Manipulation as an Adjuvant to Counter Efflux-Mediated MDR in Salmonella,2022,10.1007/s11538-022-01011-9
A dose response model for quantifying the infection risk of antibiotic-resistant bacteria,2019,10.1038/s41598-019-52947-3
Wide-open conformation of UDP-MurNc-tripeptide ligase revealed by the substrate-free structure of MurE from Acinetobacter baumannii,2021,10.1002/1873-3468.14007
In pursuit of the triple crown: mechanism-based pharmacodynamic modelling for the optimization of three-drug combinations against KPC-producing Klebsiella pneumoniae,2020,10.1016/j.cmi.2020.04.034
Spatial segregation and cooperation in radially expanding microbial colonies under antibiotic stress,2021,10.1038/s41396-021-00982-2
Projected health and economic effects of a pan-tuberculosis treatment regimen: a modelling study,2024,10.1016/S2214-109X(24)00284-5
Time dependent asymptotic analysis of the gene regulatory network of the AcrAB-TolC efflux pump system in gram-negative bacteria,2021,10.1007/s00285-021-01576-4
Multiplex antimicrobial activities of the self-assembled amphiphilic polypeptide β nanofiber KF-5 against vaginal pathogens,2024,10.1186/s13062-024-00546-2
Fluconazole Monotherapy Is a Suboptimal Option for Initial Treatment of Cryptococcal Meningitis Because of Emergence of Resistance,2019,10.1128/mBio.02575-19
Salmonella Typhimurium alters galactitol metabolism under ciprofloxacin treatment to balance resistance and virulence,2024,10.1128/jb.00178-24
Predicting phage-host interactions via feature augmentation and regional graph convolution,2024,10.1093/bib/bbae672
Natural variants modify Klebsiella pneumoniae carbapenemase (KPC) acyl-enzyme conformational dynamics to extend antibiotic resistance,2021,10.1074/jbc.RA120.016461
Sublethal antibiotics collapse gut bacterial populations by enhancing aggregation and expulsion,2019,10.1073/pnas.1907567116
Identification and characterization of mutations in the SARS-CoV-2 RNA-dependent RNA polymerase as a promising antiviral therapeutic target,2021,10.1007/s00203-021-02527-9
Wet-dry cycles protect surface-colonizing bacteria from major antibiotic classes,2022,10.1038/s41396-021-01051-4
Crizotinib Shows Antibacterial Activity against Gram-Positive Bacteria by Reducing ATP Production and Targeting the CTP Synthase PyrG,2022,10.1128/spectrum.00884-22
Estimated Methicillin-Resistant Staphylococcus aureus Decolonization in Intensive Care Units Associated With Single-Application Chlorhexidine Gluconate or Mupirocin,2021,10.1001/jamanetworkopen.2021.0652
A finely balanced order-disorder equilibrium sculpts the folding-binding landscape of an antibiotic sequestering protein,2024,10.1073/pnas.2318855121
Theoretical investigation of stochastic clearance of bacteria: first-passage analysis,2019,10.1098/rsif.2018.0765
Using machine learning to optimize antibiotic combinations: dosing strategies for meropenem and polymyxin B against carbapenem-resistant Acinetobacter baumannii,2020,10.1016/j.cmi.2020.02.004
Cost-effectiveness of resistance-guided therapy for Mycoplasma genitalium in Australia,2024,10.1038/s41598-024-63056-1
Prediction of HIV integrase resistance mutation using in silico approaches,2019,10.1016/j.meegid.2018.11.014
Rates of fluoroquinolone resistance in domestically acquired Campylobacter jejuni are increasing in people living within a model study location in Canada,2021,10.1139/cjm-2020-0146
Towards designing of a potential new HIV-1 protease inhibitor using QSAR study in combination with Molecular docking and Molecular dynamics simulations,2023,10.1371/journal.pone.0284539
Cryo-EM structure of pleconaril-resistant rhinovirus-B5 complexed to the antiviral OBR-5-340 reveals unexpected binding site,2019,10.1073/pnas.1904732116
Longitudinal Evolution of the Pseudomonas-Derived Cephalosporinase (PDC) Structure and Activity in a Cystic Fibrosis Patient Treated with β-Lactams,2022,10.1128/mbio.01663-22
Conserved binding site in the N-lobe of prokaryotic MATE transporters suggests a role for Na(+) in ion-coupled drug efflux,2021,10.1016/j.jbc.2021.100262
Estimating the effect of vaccination on antimicrobial-resistant typhoid fever in 73 countries supported by Gavi: a mathematical modelling study,2022,10.1016/S1473-3099(21)00627-7
The Role of Silver Nanoparticles in a Treatment Approach for Multidrug-Resistant Salmonella Species Isolates,2020,10.2147/IJN.S270204
Price equation captures the role of drug interactions and collateral effects in the evolution of multidrug resistance,2021,10.7554/eLife.64851
Morphing of Amphipathic Helices to Explore the Activity and Selectivity of Membranolytic Antimicrobial Peptides,2020,10.1021/acs.biochem.0c00565
Pervasive and diverse collateral sensitivity profiles inform optimal strategies to limit antibiotic resistance,2019,10.1371/journal.pbio.3000515
Identifying and mathematically modeling the time-course of extracellular metabolic markers associated with resistance to ceftolozane/tazobactam in Pseudomonas aeruginosa,2024,10.1128/aac.01081-23
Population structure across scales facilitates coexistence and spatial heterogeneity of antibiotic-resistant infections,2020,10.1371/journal.pcbi.1008010
Intelligent Carbon Dots with Switchable Photo-Activated Oxidase-Mimicking Activity and pH Responsive Antioxidant Activity Adaptive to the Wound Microenvironment for Selective Antibacterial Therapy,2024,10.1002/advs.202406681
Quantifying the impact of treatment history on plasmid-mediated resistance evolution in human gut microbiota,2019,10.1073/pnas.1912188116
Pharmacodynamics of ceftazidime plus tobramycin combination dosage regimens against hypermutable Pseudomonas aeruginosa isolates at simulated epithelial lining fluid concentrations in a dynamic in vitro infection model,2021,10.1016/j.jgar.2021.04.021
Combining dense and sparse labeling in optical DNA mapping,2021,10.1371/journal.pone.0260489
Evolution of resistance mechanisms and biological characteristics of rifampicin-resistant Staphylococcus aureus strains selected in vitro,2019,10.1186/s12866-019-1573-9
"A 4 year observation of gastrointestinal nematode egg counts, nemabiomes and the benzimidazole resistance genotypes of Teladorsagia circumcincta on a Scottish sheep farm",2021,10.1016/j.ijpara.2020.10.007
"Genetic, Biochemical, and Structural Characterization of CMY-136 β-Lactamase, a Peculiar CMY-2 Variant",2019,10.1021/acsinfecdis.8b00240
A Molecular Modeling Approach to Identify Potential Antileishmanial Compounds Against the Cell Division Cycle (cdc)-2-Related Kinase 12 (CRK12) Receptor of Leishmania donovani,2021,10.3390/biom11030458
Evaluating the health risk of probiotic supplements from the perspective of antimicrobial resistance,2025,10.1128/spectrum.00019-24
Avoiding Drug Resistance by Substrate Envelope-Guided Design: Toward Potent and Robust HCV NS3/4A Protease Inhibitors,2020,10.1128/mBio.00172-20
Sodium nitrite potentiates antimicrobial photodynamic inactivation: possible involvement of peroxynitrate,2019,10.1039/c8pp00452h
Analysis of the Destabilization of Bacterial Membranes by Quaternary Ammonium Compounds: A Combined Experimental and Computational Study,2020,10.1002/cbic.201900698
Multifaceted Activity of Fabimycin: Insights from Molecular Dynamics Studies on Bacterial Membrane Models,2024,10.1021/acs.jcim.4c00228
Structure and dispersion of the conjugative mobilome in surface ocean bacterioplankton,2024,10.1093/ismeco/ycae059
Tracking of Bacteriophage Predation on Pseudomonas aeruginosa Using a New Radiofrequency Biofilm Sensor,2024,10.3390/s24072042
Exploration of the antibiotic resistome in a wastewater treatment plant by a nine-year longitudinal metagenomic study,2019,10.1016/j.envint.2019.105270
Cefotaxime Exposure Selects Mutations within the CA-Domain of envZ Which Promote Antibiotic Resistance but Repress Biofilm Formation in Salmonella,2022,10.1128/spectrum.02145-21
"An actin depolymerizing agent 19,20-epoxycytochalasin Q of Xylaria sp. BCC 1067 enhanced antifungal action of azole drugs through ROS-mediated cell death in yeast",2021,10.1016/j.micres.2020.126646
Persister Escherichia coli Cells Have a Lower Intracellular pH than Susceptible Cells but Maintain Their pH in Response to Antibiotic Treatment,2021,10.1128/mBio.00909-21
Targeted design of drug binding sites in the main protease of SARS-CoV-2 reveals potential signatures of adaptation,2021,10.1016/j.bbrc.2021.03.118
Phage therapy administered noninvasively could be effective in thin tubes subject to episodic flow despite washout: a simulation study,2019,10.1088/1478-3975/ab2ea0
Influenza A M2 Inhibitor Binding Understood through Mechanisms of Excess Proton Stabilization and Channel Dynamics,2020,10.1021/jacs.0c06419
Rapid Evolution of Reduced Susceptibility against a Balanced Dual-Targeting Antibiotic through Stepping-Stone Mutations,2019,10.1128/AAC.00207-19
Exploring the permeation of fluoroquinolone metalloantibiotics across outer membrane porins by combining molecular dynamics simulations and a porin-mimetic in vitro model,2022,10.1016/j.bbamem.2021.183838
Escherichia coli resistance mechanism AcrAB-TolC efflux pump interactions with commonly used antibiotics: a molecular dynamics study,2024,10.1038/s41598-024-52536-z
An adjunctive therapy administered with an antibiotic prevents enrichment of antibiotic-resistant clones of a colonizing opportunistic pathogen,2020,10.7554/eLife.58147
Mutational pathway maps and founder effects define the within-host spectrum of hepatitis C virus mutants resistant to drugs,2019,10.1371/journal.ppat.1007701
Synergistic efficacy of ceftazidime/avibactam and aztreonam against carbapenemase-producing Pseudomonas aeruginosa: insights from the hollow-fiber infection model,2025,10.1080/23744235.2024.2396882
Analysis of the evolution of resistance to multiple antibiotics enables prediction of the Escherichia coli phenotype-based fitness landscape,2022,10.1371/journal.pbio.3001920
The Caenorhabditis elegans proteome response to two protective Pseudomonas symbionts,2024,10.1128/mbio.03463-23
Prediction and characterisation of lantibiotic structures with molecular modelling and molecular dynamics simulations,2019,10.1038/s41598-019-42963-8
Large Subunit of the Human Herpes Simplex Virus Terminase as a Promising Target in Design of Anti-Herpesvirus Agents,2023,10.3390/molecules28217375
Comparing treatment strategies to reduce antibiotic resistance in an in vitro epidemiological setting,2021,10.1073/pnas.2023467118
Nanoengineered Disruption of Heat Shock Protein 90 Targets Drug-Induced Resistance and Relieves Natural Killer Cell Suppression in Breast Cancer,2020,10.1158/0008-5472.CAN-19-4036
"Insight into the antimicrobial mechanism of action of β(2,2)-amino acid derivatives from molecular dynamics simulation: Dancing the can-can at the membrane surface",2019,10.1016/j.bbamem.2019.07.016
