title,year,doi,source,article_key
Natural compounds and extracts as novel antimicrobial agents,2020,10.1080/13543776.2020.1853101,Scopus,10.1080/13543776.2020.1853101
New parameters for the quantitative assessment of the proliferation of antibiotic resistance genes dynamic in the environment and its application: A case of sulfonamides and sulfonamide resistance genes,2020,10.1016/j.scitotenv.2020.138516,Scopus,10.1016/j.scitotenv.2020.138516
"Novel potential inhibitor discovery against tyrosyl-tRNA synthetase from Staphylococcus aureus by virtual screening, molecular dynamics, MMPBSA and QMMM simulations",2020,10.1080/08927022.2020.1726911,Scopus,10.1080/08927022.2020.1726911
ODE/PDE Analysis of Antibiotic/Antimicrobial Resistance: Programming in R,2020,10.1016/B978-0-12-824002-1.00002-9,Scopus,10.1016/b978-0-12-824002-1.00002-9
Optical microscopy reveals the dynamic nature of B. pseudomallei morphology during β-lactam antimicrobial susceptibility testing,2020,10.1186/s12866-020-01865-w,Scopus,10.1186/s12866-020-01865-w
Pan-genome analysis of Riemerella anatipestifer reveals its genomic diversity and acquired antibiotic resistance associated with genomic islands,2020,10.1007/s10142-019-00715-x,Scopus,10.1007/s10142-019-00715-x
Pathways for horizontal gene transfer in bacteria revealed by a global map of their plasmids,2020,10.1038/s41467-020-17278-2,Scopus,10.1038/s41467-020-17278-2
"Pithecellobium clypearia extract enriched in gallic acid and luteolin has antibacterial activity against MRSA and reduces resistance to erythromycin, ceftriaxone sodium and levofloxacin",2020,10.1111/jam.14668,Scopus,10.1111/jam.14668
Pre-existing immunity to influenza virus hemagglutinin stalk might drive selection for antibody-escape mutant viruses in a human challenge model,2020,10.1038/s41591-020-0937-x,Scopus,10.1038/s41591-020-0937-x
Pre-existing resistance in the latent reservoir can compromise VRC01 therapy during chronic HIV-1 infection,2020,10.1371/journal.pcbi.1008434,Scopus,10.1371/journal.pcbi.1008434
Protein-protein complexes as targets for drug discovery against infectious diseases,2020,10.1016/bs.apcsb.2019.11.012,Scopus,10.1016/bs.apcsb.2019.11.012
Proteolytic Queues at ClpXP Increase Antibiotic Tolerance,2020,10.1021/acssynbio.9b00358,Scopus,10.1021/acssynbio.9b00358
Proteomics Analysis of Candida albicans dnm1 Haploid Mutant Unraveled the Association between Mitochondrial Fission and Antifungal Susceptibility,2020,10.1002/pmic.201900240,Scopus,10.1002/pmic.201900240
"Resistance to targeted therapies as a multifactorial, gradual adaptation to inhibitor specific selective pressures",2020,10.1038/s41467-020-16212-w,Scopus,10.1038/s41467-020-16212-w
Revealing the Mode of Action of Halictine Antimicrobial Peptides: A Comprehensive Study with Model Membranes,2020,10.1021/acs.langmuir.0c00282,Scopus,10.1021/acs.langmuir.0c00282
Role of VapBC12 toxin-antitoxin locus in cholesterol-induced mycobacterial persistence,2020,10.1128/mSystems.00855-20,Scopus,10.1128/msystems.00855-20
Selective inhibition of Rhizopus eumelanin biosynthesis by novel natural product scaffold-based designs caused significant inhibition of fungal pathogenesis,2020,10.1042/BCJ20200310,Scopus,10.1042/bcj20200310
Semi-mechanistic PK/PD modelling of combined polymyxin B and minocycline against a polymyxin-resistant strain of Acinetobacter baumannii,2020,10.1016/j.cmi.2020.01.017,Scopus,10.1016/j.cmi.2020.01.017
Spatially antiviral dynamics determines HCV in vivo replication and evolution,2020,10.1016/j.jtbi.2020.110378,Scopus,10.1016/j.jtbi.2020.110378
Staphylococcus aureus PSMα3 Cross-α Fibril Polymorphism and Determinants of Cytotoxicity,2020,10.1016/j.str.2019.12.006,Scopus,10.1016/j.str.2019.12.006
Stepwise Tikhonov Regularisation: Application to the Prediction of HIV-1 Drug Resistance,2020,10.1109/TCBB.2018.2849369,Scopus,10.1109/tcbb.2018.2849369
Streptococcus suis research: Progress and challenges,2020,10.3390/pathogens9090707,Scopus,10.3390/pathogens9090707
Structural Basis for Substrate Specificity and Carbapenemase Activity of OXA-48 Class D β-Lactamase,2020,10.1021/acsinfecdis.9b00304,Scopus,10.1021/acsinfecdis.9b00304
Structural Basis of the Potential Binding Mechanism of Remdesivir to SARS-CoV-2 RNA-Dependent RNA Polymerase,2020,10.1021/acs.jpcb.0c04198,Scopus,10.1021/acs.jpcb.0c04198
Surface engineered biomaterials and ureteral stents inhibiting biofilm formation and encrustation,2020,10.1016/j.surfcoat.2020.126424,Scopus,10.1016/j.surfcoat.2020.126424
"The Analysis of Field Strains Isolated From Food, Animal and Clinical Sources Uncovers Natural Mutations in Listeria monocytogenes Nisin Resistance Genes",2020,10.3389/fmicb.2020.549531,Scopus,10.3389/fmicb.2020.549531
The molecular basis of pyrazinamide activity on Mycobacterium tuberculosis PanD,2020,10.1038/s41467-019-14238-3,Scopus,10.1038/s41467-019-14238-3
"The pangenome: Diversity, dynamics and evolution of genomes",2020,10.1007/978-3-030-38281-0,Scopus,10.1007/978-3-030-38281-0
The role of membrane phospholipids in the implementation of protective strategies of bacteria,2020,10.36233/0372-9311-2020-97-6-10,Scopus,10.36233/0372-9311-2020-97-6-10
The Russian Doll Model: How Bacteria Shape Successful and Sustainable Inter-Kingdom Relationships,2020,10.3389/fmicb.2020.573759,Scopus,10.3389/fmicb.2020.573759
The σB-Mediated General Stress Response of Listeria monocytogenes: Life and Death Decision Making in a Pathogen,2020,10.3389/fmicb.2020.01505,Scopus,10.3389/fmicb.2020.01505
"Tolerance and Persistence of Pseudomonas aeruginosa in Biofilms Exposed to Antibiotics: Molecular Mechanisms, Antibiotic Strategies and Therapeutic Perspectives",2020,10.3389/fmicb.2020.02057,Scopus,10.3389/fmicb.2020.02057
Tools for the genetic manipulation of Herpetomonas muscarum,2020,10.1534/g3.120.401048,Scopus,10.1534/g3.120.401048
Treat phage like living antibiotics,2020,10.1038/s41564-019-0666-4,Scopus,10.1038/s41564-019-0666-4
"Tuning tetracycline removal from aqueous solution onto activated 2:1 layered clay mineral: Characterization, sorption and mechanistic studies",2020,10.1016/j.jhazmat.2019.121320,Scopus,10.1016/j.jhazmat.2019.121320
Urbanization drives riverine bacterial antibiotic resistome more than taxonomic community at watershed scale,2020,10.1016/j.envint.2020.105524,Scopus,10.1016/j.envint.2020.105524
Using a heat diffusion model to detect potential drug resistance genes of mycobacterium tuberculosis,2020,10.2174/0929866527666200313113157,Scopus,10.2174/0929866527666200313113157
"X-ray crystallographic structure of BshB, the zinc-dependent deacetylase involved in bacillithiol biosynthesis",2020,10.1002/pro.3808,Scopus,10.1002/pro.3808
Zn/Fe LDH as a clay-like adsorbent for the removal of oxytetracycline from water: combining experimental results and molecular simulations to understand the removal mechanism,2020,10.1007/s11356-020-07750-3,Scopus,10.1007/s11356-020-07750-3
"  In-silico virtual screening for identification of potent inhibitor for L2-β-lactamase from Stenotrophomonas maltophilia through molecular docking, molecular dynamics analysis study",2021,10.1080/07391102.2020.1805365,Scopus,10.1080/07391102.2020.1805365
"1,3,4-oxadiazole conjugates of capsaicin as potent NorA efflux pump inhibitors of Staphylococcus aureus",2021,10.1016/j.bioorg.2021.105031,Scopus,10.1016/j.bioorg.2021.105031
"A comprehensive computer aided vaccine design approach to propose a multi-epitopes subunit vaccine against genus klebsiella using pan-genomics, reverse vaccinology, and biophysical techniques",2021,10.3390/vaccines9101087,Scopus,10.3390/vaccines9101087
A participant-derived xenograft model of HIV enables long-term evaluation of autologous immunotherapies,2021,10.1084/jem.20201908,Scopus,10.1084/jem.20201908
"A Review of Using Mathematical Modeling to Improve Our Understanding of Bacteriophage, Bacteria, and Eukaryotic Interactions",2021,10.3389/fmicb.2021.724767,Scopus,10.3389/fmicb.2021.724767
A silent network’s resounding success: how mutations of core metabolic genes confer antibiotic resistance,2021,10.1038/s41392-021-00717-x,Scopus,10.1038/s41392-021-00717-x
A theoretical approach for the acylation/deacylation mechanisms of avibactam in the reversible inhibition of KPC-2,2021,10.1007/s10822-021-00408-3,Scopus,10.1007/s10822-021-00408-3
Acinetobacter baylyi regulates type IV pilus synthesis by employing two extension motors and a motor protein inhibitor,2021,10.1038/s41467-021-24124-6,Scopus,10.1038/s41467-021-24124-6
Acquired hiv-1 protease conformational flexibility associated with lopinavir failure may shape the outcome of darunavir therapy after antiretroviral therapy switch,2021,10.3390/biom11040489,Scopus,10.3390/biom11040489
Acridine-Based Covalent Organic Framework Photosensitizer with Broad-Spectrum Light Absorption for Antibacterial Photocatalytic Therapy,2021,10.1002/adhm.202100775,Scopus,10.1002/adhm.202100775
Adhesion of Staphylococcus aureus to Candida albicans During Co-Infection Promotes Bacterial Dissemination Through the Host Immune Response,2021,10.3389/fcimb.2020.624839,Scopus,10.3389/fcimb.2020.624839
Advances of peptides for antibacterial applications,2021,10.1016/j.colsurfb.2021.111682,Scopus,10.1016/j.colsurfb.2021.111682
Amphipathic Barbiturates as Mimics of Antimicrobial Peptides and the Marine Natural Products Eusynstyelamides with Activity against Multi-resistant Clinical Isolates,2021,10.1021/acs.jmedchem.1c00734,Scopus,10.1021/acs.jmedchem.1c00734
"Analysis of Salmonella Persister Population Sizes, Dynamics of Gut Luminal Seeding, and Plasmid Transfer in Mouse Models of Salmonellosis",2021,10.1007/978-1-0716-1621-5_17,Scopus,10.1007/978-1-0716-1621-5_17
Antagonism between killer yeast strains as an experimental model for biological nucleation dynamics,2021,10.7554/eLife.62932,Scopus,10.7554/elife.62932
Anthropogenic disturbances on antibiotic resistome along the Yarlung Tsangpo River on the Tibetan Plateau: Ecological dissemination mechanisms of antibiotic resistance genes to bacterial pathogens,2021,10.1016/j.watres.2021.117447,Scopus,10.1016/j.watres.2021.117447
Anti-mutant efficacy of antibiotic combinations: In vitro model studies with linezolid and daptomycin,2021,10.1093/jac/dkab095,Scopus,10.1093/jac/dkab095
Antibiotic Breakdown by Susceptible Bacteria Enhances the Establishment of β-Lactam Resistant Mutants,2021,10.3389/fmicb.2021.698970,Scopus,10.3389/fmicb.2021.698970
Antibiotic Self-Medication and Antibiotic Resistance: Multilevel Regression Analysis of Repeat Cross-Sectional Survey Data in Europe,2021,10.18335/REGION.V8I2.339,Scopus,10.18335/region.v8i2.339
Antimicrobial peptides and the gut microbiome in inflammatory bowel disease,2021,10.3748/wjg.v27.i43.7402,Scopus,10.3748/wjg.v27.i43.7402
Antiviral role of phenolic compounds against dengue virus: A review,2021,10.3390/biom11010011,Scopus,10.3390/biom11010011
"Attenuation effects of iron on dissemination of antibiotic resistance genes in anaerobic bioreactor: Evolution of quorum sensing, quorum quenching and dynamics of community composition",2021,10.1016/j.jhazmat.2021.126136,Scopus,10.1016/j.jhazmat.2021.126136
Autophagy as a Mechanism for Adaptive Prediction-Mediated Emergence of Drug Resistance,2021,10.3389/fmicb.2021.712631,Scopus,10.3389/fmicb.2021.712631
"BHI 2021 - 2021 IEEE EMBS International Conference on Biomedical and Health Informatics, Proceedings",2021,,Scopus,bhi 2021  2021 ieee embs international conference on biomedical and health informatics proceedings_2021
Biphasic regulation of transcriptional surge generated by the gene feedback loop in a two-component system,2021,10.1093/bioinformatics/btab138,Scopus,10.1093/bioinformatics/btab138
"Blocking drug efflux mechanisms facilitate genome engineering process in hypercellulolytic fungus, Penicillium funiculosum NCIM1228",2021,10.1186/s13068-021-01883-4,Scopus,10.1186/s13068-021-01883-4
Cantilever-centric mechanism of cooperative non-active site mutations in HIV protease: Implications for flap dynamics,2021,10.1016/j.jmgm.2021.107931,Scopus,10.1016/j.jmgm.2021.107931
Characterization of extended-spectrum cephalosporin (Esc) resistance in salmonella isolated from chicken and identification of high frequency transfer of blacmy-2 gene harboring plasmid in vitro and in vivo,2021,10.3390/ani11061778,Scopus,10.3390/ani11061778
Coexistence of two blaCTX-M-14 genes in a blaNDM-5-carrying multidrug-resistant Escherichia coli strain recovered from a bloodstream infection in China,2021,10.1016/j.jgar.2021.05.002,Scopus,10.1016/j.jgar.2021.05.002
Colicin-Mediated Transport of DNA through the Iron Transporter FepA,2021,10.1128/mBio.01787-21,Scopus,10.1128/mbio.01787-21
Combatting the Rising Tide of Antimicrobial Resistance: Pharmacokinetic/Pharmacodynamic Dosing Strategies for Maximal Precision,2021,10.1016/j.ijantimicag.2020.106269,Scopus,10.1016/j.ijantimicag.2020.106269
Comparison of four low-cost carbapenemase detection tests and a proposal of an algorithm for early detection of carbapenemase-producing Enterobacteriaceae in resource-limited settings,2021,10.1371/journal.pone.0245290,Scopus,10.1371/journal.pone.0245290
Comparison of proteomic responses as global approach to antibiotic mechanism of action elucidation,2021,10.1128/AAC.01373-20,Scopus,10.1128/aac.01373-20
Complex dynamics of some models of antimicrobial resistance on complex networks,2021,10.1002/mma.6889,Scopus,10.1002/mma.6889
Computational Approach to study the effect of point mutations in the development of antifungal resistance to Azoles and Flucytosine Drugs in Candida auris,2021,10.34256/irjmt2144,Scopus,10.34256/irjmt2144
Computational discovery and ex-vivo validation study of novel antigenic vaccine candidates against tuberculosis,2021,10.1016/j.actatropica.2021.105870,Scopus,10.1016/j.actatropica.2021.105870
Conformational dynamics of Tetracenomycin aromatase/cyclase regulate polyketide binding and enzyme aggregation propensity,2021,10.1016/j.bbagen.2021.129949,Scopus,10.1016/j.bbagen.2021.129949
Control strategies for the vertical gene transfer of quinolone ARGs in Escherichia coli through molecular modification and molecular dynamics,2021,10.1016/j.jhazmat.2021.126667,Scopus,10.1016/j.jhazmat.2021.126667
Coupled Transcription-Translation in Prokaryotes: An Old Couple With New Surprises,2021,10.3389/fmicb.2020.624830,Scopus,10.3389/fmicb.2020.624830
"De Novo Design of Flavonoid-Based Mimetics of Cationic Antimicrobial Peptides: Discovery, Development, and Applications",2021,10.1021/acs.accounts.0c00550,Scopus,10.1021/acs.accounts.0c00550
Defensive hypervariable regions confer superinfection exclusion in microviruses,2021,10.1073/pnas.2102786118,Scopus,10.1073/pnas.2102786118
Design of Multiepitope Vaccine Construct Against Non-typhoidal Salmonellosis and its Characterization Using Immunoinformatics Approach,2021,10.1007/s10989-021-10256-2,Scopus,10.1007/s10989-021-10256-2
"Design, synthesis and evaluation of novel 9-arylalkyl-10-methylacridinium derivatives as highly potent FtsZ-targeting antibacterial agents",2021,10.1016/j.ejmech.2021.113480,Scopus,10.1016/j.ejmech.2021.113480
"Design, synthesis, antibacterial activity evaluation and molecular modeling studies of new sulfonamides containing a sulfathiazole moiety",2021,10.1039/d1nj00150g,Scopus,10.1039/d1nj00150g
"Detection and characterization of VIM-52, a new variant of VIM-1 from a klebsiella pneumoniae clinical isolate",2021,10.1128/AAC.02660-20,Scopus,10.1128/aac.02660-20
"Discovery of new vascular disrupting agents based on evolutionarily conserved drug action, pesticide resistance mutations, and humanized yeast",2021,10.1093/genetics/iyab101,Scopus,10.1093/genetics/iyab101
Drivers of HIV-1 drug resistance to non-nucleoside reverse-transcriptase inhibitors (NNRTIs) in nine southern African countries: a modelling study,2021,10.1186/s12879-021-06757-6,Scopus,10.1186/s12879-021-06757-6
Drugs resistance against viral diseases,2021,10.1007/978-3-030-76320-6_3,Scopus,10.1007/978-3-030-76320-6_3
Dynamic Changes in the Expression of Interferon-Stimulated Genes in Joints of SPF Chickens Infected With Avian Reovirus,2021,10.3389/fvets.2021.618124,Scopus,10.3389/fvets.2021.618124
Dynamic Changes of Urine Proteome in Rat Models Inoculated with Two Different Hepatoma Cell Lines,2021,10.1155/2021/8895330,Scopus,10.1155/2021/8895330
Emetine suppresses SARS-CoV-2 replication by inhibiting interaction of viral mRNA with eIF4E,2021,10.1016/j.antiviral.2021.105056,Scopus,10.1016/j.antiviral.2021.105056
Enabling rational gut microbiome manipulations by understanding gut ecology through experimentally-evidenced in silico models,2021,10.1080/19490976.2021.1965698,Scopus,10.1080/19490976.2021.1965698
Evaluation of Elaiophylin extracted from Streptomyces hygroscopicus as a potential inhibitor of the NorA efflux protein in Staphylococcus aureus: An in vitro and in silico approach,2021,10.1016/j.bmcl.2021.128334,Scopus,10.1016/j.bmcl.2021.128334
Evaluation of Meropenem-Ciprofloxacin Combination Dosage Regimens for the Pharmacokinetics of Critically Ill Patients With Augmented Renal Clearance,2021,10.1002/cpt.2191,Scopus,10.1002/cpt.2191
Ever-adapting rnd efflux pumps in gram-negative multidrug-resistant pathogens: A race against time,2021,10.3390/antibiotics10070774,Scopus,10.3390/antibiotics10070774
Evidence that specific interactions play a role in the cholesterol sensitivity of G protein-coupled receptors,2021,10.1016/j.bbamem.2021.183557,Scopus,10.1016/j.bbamem.2021.183557
Evolution of Bacterial Tolerance Under Antibiotic Treatment and Its Implications on the Development of Resistance,2021,10.3389/fmicb.2021.617412,Scopus,10.3389/fmicb.2021.617412
Exploring the conformational binding mechanism of fibrinogen induced by interactions with penicillin β-lactam antibiotic drugs,2021,10.1016/j.molliq.2020.114667,Scopus,10.1016/j.molliq.2020.114667
"Fecal pollution mediates the dominance of stochastic assembly of antibiotic resistome in an urban lagoon (Yundang lagoon), China",2021,10.1016/j.jhazmat.2021.126083,Scopus,10.1016/j.jhazmat.2021.126083
"Genetic interaction analysis in microbial pathogens: unravelling networks of pathogenesis, antimicrobial susceptibility and host interactions",2021,10.1093/femsre/fuaa055,Scopus,10.1093/femsre/fuaa055
Genome sequence of the bacteriophage cl31 and interaction with the host strain corynebacterium glutamicum atcc 13032,2021,10.3390/v13030495,Scopus,10.3390/v13030495
Growth and Division of the Peptidoglycan Matrix,2021,10.1146/annurev-micro-020518-120056,Scopus,10.1146/annurev-micro-020518-120056
Gut microbiota depletion exacerbates cholestatic liver injury via loss of FXR signalling,2021,10.1038/s42255-021-00452-1,Scopus,10.1038/s42255-021-00452-1
Head to head evaluation of second generation ALK inhibitors brigatinib and alectinib as first-line treatment for ALK+ NSCLC using an in silico systems biology-based approach,2021,10.18632/ONCOTARGET.27875,Scopus,10.18632/oncotarget.27875
"Highly transmitted M. tuberculosis strains are more likely to evolve MDR/XDR and cause outbreaks, but what makes them highly transmitted?",2021,10.1016/j.tube.2021.102092,Scopus,10.1016/j.tube.2021.102092
Hiv protease: Historical perspective and current research,2021,10.3390/v13050839,Scopus,10.3390/v13050839
Horizontal and vertical gene transfer drive sediment antibiotic resistome in an urban lagoon system,2021,10.1016/j.jes.2020.09.004,Scopus,10.1016/j.jes.2020.09.004
Human induced pluripotent stem cells for modeling of herpes simplex virus 1 infections,2021,10.1016/B978-0-12-823808-0.00012-2,Scopus,10.1016/b978-0-12-823808-0.00012-2
Identification of metabolically quiescent leishmania mexicana parasites in peripheral and cured dermal granulomas using stable isotope tracing imaging mass spectrometry,2021,10.1128/mBio.00129-21,Scopus,10.1128/mbio.00129-21
Identification of salicylic acid mechanism against leaf blight disease in oryza sativa by sr-ftir microspectroscopic and docking studies,2021,10.3390/pathogens10060652,Scopus,10.3390/pathogens10060652
"In vitro evolution of cefepime/zidebactam (WCK 5222) resistance in Pseudomonas aeruginosa: Dynamics, mechanisms, fitness trade-off and impact on in vivo efficacy",2021,10.1093/jac/dkab213,Scopus,10.1093/jac/dkab213
In vitro exploration of probiotic bacteria interactions with candida using culture techniques to model dysbiotic conditions in colonized tissues,2021,10.3390/pathogens10030289,Scopus,10.3390/pathogens10030289
Infection dynamics and persistence of hepatitis E virus on pig farms – a review,2021,10.1186/s40813-021-00189-z,Scopus,10.1186/s40813-021-00189-z
Influence of ABC transporters on the excretion of ciprofloxacin assessed with PET imaging in mice,2021,10.1016/j.ejps.2021.105854,Scopus,10.1016/j.ejps.2021.105854
Influences of Vibrio cholerae Lipid A Types on LPS Bilayer Properties,2021,10.1021/acs.jpcb.0c09144,Scopus,10.1021/acs.jpcb.0c09144
Inhibition and disruption of amyloid formation by the antibiotic levofloxacin: A new direction for antibiotics in an era of multi-drug resistance,2021,10.1016/j.abb.2021.109077,Scopus,10.1016/j.abb.2021.109077
Integrated metagenomic and metatranscriptomic analyses of ultraviolet disinfection effects on antibiotic resistance genes and bacterial communities during wastewater treatment,2021,10.1007/s10646-020-02313-1,Scopus,10.1007/s10646-020-02313-1
Integron mediated antimicrobial resistance in diarrheagenic Escherichia coli in children: in vitro and in silico analysis,2021,10.1016/j.micpath.2020.104680,Scopus,10.1016/j.micpath.2020.104680
Intracellular and Extracellular Antibiotic Resistance Genes in Airborne PM2.5for Respiratory Exposure in Urban Areas,2021,10.1021/acs.estlett.0c00974,Scopus,10.1021/acs.estlett.0c00974
Investigating the Impact of Combination Phage and Antibiotic Therapy: A Modeling Study,2021,10.1007/978-3-030-57129-0_6,Scopus,10.1007/978-3-030-57129-0_6
Investigating the oxa variants of eskape pathogens,2021,10.3390/antibiotics10121539,Scopus,10.3390/antibiotics10121539
Investigation of the antimicrobial activities of various antimicrobial agents on Streptococcus Mutans Sortase A through computer-aided drug design (CADD) approaches,2021,10.1016/j.cmpb.2021.106454,Scopus,10.1016/j.cmpb.2021.106454
Longitudinal Sampling Reveals Persistence of and Genetic Diversity in Extended-Spectrum Cephalosporin-Resistant Escherichia coli From Norwegian Broiler Production,2021,10.3389/fmicb.2021.795127,Scopus,10.3389/fmicb.2021.795127
Loss of α-gal during primate evolution enhanced antibody-effector function and resistance to bacterial sepsis,2021,10.1016/j.chom.2020.12.017,Scopus,10.1016/j.chom.2020.12.017
Major vault protein inhibits porcine reproductive and respiratory syndrome virus infection in crl2843cd163 cell lines and primary porcine alveolar macrophages,2021,10.3390/v13112267,Scopus,10.3390/v13112267
Mathematical modeling of cinnamon (Cinnamomum verum) bark oil release from agar/PVA biocomposite film for antimicrobial food packaging: The effects of temperature and relative humidity,2021,10.1016/j.foodchem.2021.130306,Scopus,10.1016/j.foodchem.2021.130306
"Mathermycin, an anti-cancer molecule that targets cell surface phospholipids",2021,10.1016/j.taap.2021.115410,Scopus,10.1016/j.taap.2021.115410
Mechanistic Insights into Pore Formation by an α-Pore Forming Toxin: Protein and Lipid Bilayer Interactions of Cytolysin A,2021,10.1021/acs.accounts.0c00551,Scopus,10.1021/acs.accounts.0c00551
Metabolic and molecular modelling of zebrafish gut biome to unravel antimicrobial peptides through metagenomics,2021,10.1016/j.micpath.2021.104862,Scopus,10.1016/j.micpath.2021.104862
Microbial colonization and resistome dynamics in food processing environments of a newly opened pork cutting industry during 1.5 years of activity,2021,10.1186/s40168-021-01131-9,Scopus,10.1186/s40168-021-01131-9
Microbiome-pathogen interactions drive epidemiological dynamics of antibiotic resistance: A modelling study applied to nosocomial pathogen control,2021,10.7554/eLife.68764,Scopus,10.7554/elife.68764
Miltefosine enhances infectivity of a miltefosine-resistant leishmania infantum strain by attenuating its innate immune recognition,2021,10.1371/journal.pntd.0009622,Scopus,10.1371/journal.pntd.0009622
Modeling Fluoroquinolone Resistance in Polluted Aquatic Environment of a River,2021,10.1061/(ASCE)HZ.2153-5515.0000591,Scopus,10.1061/(asce)hz.2153-5515.0000591
Modeling the Influence of Vaccine Administration on COVID-19 Testing Strategies,2021,10.3390/v13122546,Scopus,10.3390/v13122546
Molecular Basis of Ca(II)-Induced Tetramerization and Transition-Metal Sequestration in Human Calprotectin,2021,10.1021/jacs.1c06402,Scopus,10.1021/jacs.1c06402
Molecular basis of the anticancer and antibacterial properties of cecropinxj peptide: An in silico study,2021,10.3390/ijms22020691,Scopus,10.3390/ijms22020691
"Molecular Characteristics of Novel Phage vB_ShiP-A7 Infecting Multidrug-Resistant Shigella flexneri and Escherichia coli, and Its Bactericidal Effect in vitro and in vivo",2021,10.3389/fmicb.2021.698962,Scopus,10.3389/fmicb.2021.698962
"Molecular docking analysis of the T450A mutation of the gene RpoB mycobacterium leprae from leprosy patients in Papua, west Papua and north Maluku, Indonesia",2021,10.52711/0974-360X.2021.00619,Scopus,10.52711/0974-360x.2021.00619
Molecular insights into an antibiotic enhancer action of new morpholine-containing 5-arylideneimidazolones in the fight against mdr bacteria,2021,10.3390/ijms22042062,Scopus,10.3390/ijms22042062
Moving From Point-Based Analysis to Systems-Based Modeling: Integration of Knowledge to Address Antimicrobial Resistance Against MDR Bacteria,2021,10.1002/cpt.2219,Scopus,10.1002/cpt.2219
MrHAMER yields highly accurate single molecule viral sequences enabling analysis of intra-host evolution,2021,10.1093/nar/gkab231,Scopus,10.1093/nar/gkab231
MSCs and Inflammatory Cells Crosstalk in Regenerative Medicine: Concerted Actions for Optimized Resolution Driven by Energy Metabolism,2021,10.3389/fimmu.2021.626755,Scopus,10.3389/fimmu.2021.626755
Myricetin protects mice against MRSA-related lethal pneumonia by targeting ClpP,2021,10.1016/j.bcp.2021.114753,Scopus,10.1016/j.bcp.2021.114753
Neutrophil Extracellular Trapping Network Promotes the Pathogenesis of Neutrophil-associated Asthma through Macrophages,2021,10.1080/08820139.2020.1778720,Scopus,10.1080/08820139.2020.1778720
New insights into human cytomegalovirus pul52 structure,2021,10.3390/v13081638,Scopus,10.3390/v13081638
"New substituted pyrazolones and dipyrazolotriazines as promising tyrosyl-tRNA synthetase and peroxiredoxin-5 inhibitors: Design, synthesis, molecular docking and structure-activity relationship (SAR) analysis",2021,10.1016/j.bioorg.2021.104704,Scopus,10.1016/j.bioorg.2021.104704
Novel anti-angiogenic and anti-tumour activities of the n-terminal domain of noey2 via binding to vegfr-2 in ovarian cancer,2021,10.4062/biomolther.2021.121,Scopus,10.4062/biomolther.2021.121
Novel treatment dynamics for biofilm-related infections,2021,10.1080/14787210.2021.1917993,Scopus,10.1080/14787210.2021.1917993
Optimal dynamic empirical therapy in a health care facility: A Monte-Carlo look-ahead method,2021,10.1016/j.cmpb.2020.105767,Scopus,10.1016/j.cmpb.2020.105767
Optimization of a noncanonical anti-infective: Interrogation of the target binding pocket for a small-molecule inhibitor of Escherichia coli polysaccharide capsule expression,2021,10.1128/AAC.01208-20,Scopus,10.1128/aac.01208-20
Passive Diffusion of Ciprofloxacin and its Metalloantibiotic: A Computational and Experimental study,2021,10.1016/j.jmb.2021.166911,Scopus,10.1016/j.jmb.2021.166911
Pervasive transmission of a carbapenem resistance plasmid in the gut microbiota of hospitalized patients,2021,10.1038/s41564-021-00879-y,Scopus,10.1038/s41564-021-00879-y
Photochromic Fluorophores Enable Imaging of Lowly Expressed Proteins in the Autofluorescent Fungus Candida albicans,2021,10.1128/mSphere.00146-21,Scopus,10.1128/msphere.00146-21
"Phylogenomic analysis and Mycobacterium tuberculosis antibiotic resistance prediction by whole-genome sequencing from clinical isolates of Caldas, Colombia",2021,10.1371/journal.pone.0258402,Scopus,10.1371/journal.pone.0258402
Predicting interfacial hot-spot residues that stabilize protein-protein interfaces in oligomeric membrane-toxin pores through hydrogen bonds and salt bridges,2021,10.1080/07391102.2020.1711806,Scopus,10.1080/07391102.2020.1711806
Progress and challenges in the comprehensive management of chronic viral hepatitis: Key ways to achieve the elimination,2021,10.3748/wjg.v27.i26.4004,Scopus,10.3748/wjg.v27.i26.4004
Protein Dynamics and Substrate Protonation States Mediate the Catalytic Action of trans-4-Hydroxy- l -Proline Dehydratase,2021,10.1021/acs.jpcb.1c05320,Scopus,10.1021/acs.jpcb.1c05320
Proteomic Landscape of a Drug-Tolerant Persister Subpopulation of Mycobacterium tuberculosis,2021,10.1021/acs.jproteome.1c00348,Scopus,10.1021/acs.jproteome.1c00348
Quantifying plasmid dynamics using single-cell microfluidics and image bioinformatics,2021,10.1016/j.plasmid.2020.102517,Scopus,10.1016/j.plasmid.2020.102517
Quantitative biology of survival under antibiotic treatments,2021,10.1016/j.mib.2021.10.007,Scopus,10.1016/j.mib.2021.10.007
Quercetin as a natural therapeutic candidate for the treatment of influenza virus,2021,10.3390/biom11010010,Scopus,10.3390/biom11010010
Reaction–Diffusion Model of Coexistence of Viruses in the Space of Genotypes,2021,10.1007/978-981-33-4709-0_22,Scopus,10.1007/978-981-33-4709-0_22
Recent and future advances in the chemoenzymatic synthesis of homogeneous glycans for bacterial glycoconjugate vaccine development,2021,10.3390/vaccines9091021,Scopus,10.3390/vaccines9091021
Reconstruction of a Context-Specific Model Based on Genome-Scale Metabolic Simulation for Identification of Prochloraz Resistance Mechanisms in Penicillium digitatum,2021,10.1089/mdr.2020.0018,Scopus,10.1089/mdr.2020.0018
