title,year,doi,source,article_key
Stochastic bacterial population dynamics restrict the establishment of antibiotic resistance from single cells,2020,10.1073/pnas.1919672117,WoS,10.1073/pnas.1919672117
Stochastic Gene Expression Influences the Selection of Antibiotic Resistance Mutations,2020,10.1093/molbev/msz199,WoS,10.1093/molbev/msz199
"Structural and functional characterization of M. tuberculosis sedoheptulose-7-phosphate isomerase, a critical enzyme involved in lipopolysaccharide biosynthetic pathway",2020,10.1038/s41598-020-77230-8,WoS,10.1038/s41598-020-77230-8
Structural insights into the interactions of flavin mononucleotide (FMN) and riboflavin with FMN riboswitch: a molecular dynamics simulation study,2020,10.1080/07391102.2019.1665587,WoS,10.1080/07391102.2019.1665587
Structure-Based Analysis of Cryptic-Site Opening,2020,10.1016/j.str.2019.11.007,WoS,10.1016/j.str.2019.11.007
Studying the surfaces of bacteria using neutron scattering: finding new openings for antibiotics,2020,10.1042/BST20200320,WoS,10.1042/bst20200320
Substrate Specificity of OXA-48 after β5-β6 Loop Replacement,2020,10.1021/acsinfecdis.9b00452,WoS,10.1021/acsinfecdis.9b00452
Substrate-dependent transport mechanism in AcrB of multidrug resistant bacteria,2020,10.1002/prot.25877,WoS,10.1002/prot.25877
Synthesis and in Silico Modelling of the Potential Dual Mechanistic Activity of Small Cationic Peptides Potentiating the Antibiotic Novobiocin against Susceptible and Multi-Drug Resistant Escherichia coli,2020,10.3390/ijms21239134,WoS,10.3390/ijms21239134
Synthetic biohybrid peptidoglycan oligomers enable pan-bacteria-specific labeling and imaging: in vitro and in vivo,2020,10.1039/c9sc06345e,WoS,10.1039/c9sc06345e
Synthetic gene-regulatory networks in the opportunistic human pathogen Streptococcus pneumoniae,2020,10.1073/pnas.1920015117,WoS,10.1073/pnas.1920015117
Systems biology predicts that fibrosis in tuberculous granulomas may arise through macrophage-to-myofibroblast transformation,2020,10.1371/journal.pcbi.1008520,WoS,10.1371/journal.pcbi.1008520
Targeting bioenergetics is key to counteracting the drug-tolerant state of biofilm-grown bacteria,2020,10.1371/journal.ppat.1009126,WoS,10.1371/journal.ppat.1009126
Targeting Hidden Pathogens: Cell-Penetrating Enzybiotics Eradicate Intracellular Drug-Resistant Staphylococcus aureus,2020,10.1128/mBio.00209-20,WoS,10.1128/mbio.00209-20
Temporal dynamics of antibiotic resistant genes and their association with the bacterial community in a water-sediment mesocosm under selection by 14 antibiotics,2020,10.1016/j.envint.2020.105554,WoS,10.1016/j.envint.2020.105554
The Association between Insertion Sequences and Antibiotic Resistance Genes,2020,10.1128/mSphere.00418-20,WoS,10.1128/msphere.00418-20
The Best of All Worlds: Streptococcus pneumoniae Conjunctivitis through the Lens of Community Ecology and Microbial Biogeography,2020,10.3390/microorganisms8010046,WoS,10.3390/microorganisms8010046
The Bewildering Antitubercular Action of Pyrazinamide,2020,10.1128/MMBR.00070-19,WoS,10.1128/mmbr.00070-19
The Conjugation Window in an Escherichia coli K-12 Strain with an IncFII Plasmid,2020,10.1128/AEM.00948-20,WoS,10.1128/aem.00948-20
The effect of enrofloxacin on enteric Escherichia coli: Fitting a mathematical model to in vivo data,2020,10.1371/journal.pone.0228138,WoS,10.1371/journal.pone.0228138
The Open Challenge of in vitro Modeling Complex and Multi-Microbial Communities in Three-Dimensional Niches,2020,10.3389/fbioe.2020.539319,WoS,10.3389/fbioe.2020.539319
The persistence potential of transferable plasmids,2020,10.1038/s41467-020-19368-7,WoS,10.1038/s41467-020-19368-7
The SiaABC threonine phosphorylation pathway controls biofilm formation in response to carbon availability in Pseudomonas aeruginosa,2020,10.1371/journal.pone.0241019,WoS,10.1371/journal.pone.0241019
The Spatial Heterogeneity of the Gut Limits Predation and Fosters Coexistence of Bacteria and Bacteriophages,2020,10.1016/j.chom.2020.06.002,WoS,10.1016/j.chom.2020.06.002
Therapeutic bacteriophages as a rescue treatment for drug-resistant infections - an in vivo studies overview,2020,10.1111/jam.14535,WoS,10.1111/jam.14535
Tylosin exposure reduces the susceptibility of Salmonella Typhimurium to florfenicol and tetracycline,2020,10.1186/s12917-020-2246-5,WoS,10.1186/s12917-020-2246-5
Uncovering the Dynamic Mechanisms of the Pseudomonas Aeruginosa Quorum Sensing and Virulence Networks Using Boolean Modelling,2020,10.1109/TNB.2020.2977820,WoS,10.1109/tnb.2020.2977820
Understanding the spread of de novo and transmitted macrolide-resistance in Mycoplasma genitalium,2020,10.7717/peerj.8913,WoS,10.7717/peerj.8913
Using machine learning to optimize antibiotic combinations: dosing strategies for meropenem and polymyxin B against carbapenem-resistant Acinetobacter baumannii,2020,10.1016/j.cmi.2020.02.004,WoS,10.1016/j.cmi.2020.02.004
Using rapid point-of-care tests to inform antibiotic choice to mitigate drug resistance in gonorrhoea,2020,10.2807/1560-7917.ES.2020.25.43.1900210,WoS,10.2807/1560-7917.es.2020.25.43.1900210
When sinks become sources: Adaptive colonization in asexuals,2020,10.1111/evo.13848,WoS,10.1111/evo.13848
4-4-(Anilinomethyl)-3-[4-(trifluoromethyl)phenyl]-1H-pyrazol-1-ylbenzoic acid derivatives as potent anti-gram-positive bacterial agents,2021,10.1016/j.ejmech.2021.113402,WoS,10.1016/j.ejmech.2021.113402
A branching process model of evolutionary rescue,2021,10.1016/j.mbs.2021.108708,WoS,10.1016/j.mbs.2021.108708
A genomic snapshot of Salmonella enterica serovar Typhi in Colombia,2021,10.1371/journal.pntd.0009755,WoS,10.1371/journal.pntd.0009755
A model of hepatitis B virus with random interference infection rate,2021,10.3934/mbe.2021410,WoS,10.3934/mbe.2021410
A MODEL ON BACTERIAL RESISTANCE CONSIDERING A GENERALIZED LAW OF MASS ACTION FOR PLASMID REPLICATION,2021,10.1142/S0218339021400118,WoS,10.1142/s0218339021400118
A Model to Investigate the Impact of Farm Practice on Antimicrobial Resistance in UK Dairy Farms,2021,10.1007/s11538-021-00865-9,WoS,10.1007/s11538-021-00865-9
A novel chemical biology and computational approach to expedite the discovery of new-generation polymyxins against life-threatening Acinetobacter baumannii,2021,10.1039/d1sc03460j,WoS,10.1039/d1sc03460j
A Review on Occurrence and Spread of Antibiotic Resistance in Wastewaters and in Wastewater Treatment Plants: Mechanisms and Perspectives,2021,10.3389/fmicb.2021.717809,WoS,10.3389/fmicb.2021.717809
Accelerated antimicrobial discovery via deep generative models and molecular dynamics simulations,2021,10.1038/s41551-021-00689-x,WoS,10.1038/s41551-021-00689-x
Adaptive Resistance Mutations at Suprainhibitory Concentrations Independent of SOS Mutagenesis,2021,10.1093/molbev/msab196,WoS,10.1093/molbev/msab196
Aerobactin Seems To Be a Promising Marker Compared With Unstable RmpA2 for the Identification of Hypervirulent Carbapenem-Resistant Klebsiella pneumoniae: In Silico and In Vitro Evidence,2021,10.3389/fcimb.2021.709681,WoS,10.3389/fcimb.2021.709681
AMaLa: Analysis of Directed Evolution Experiments via Annealed Mutational Approximated Landscape,2021,10.3390/ijms222010908,WoS,10.3390/ijms222010908
Amplify antimicrobial photo dynamic therapy efficacy with poly-beta-amino esters (PBAEs),2021,10.1038/s41598-021-86773-3,WoS,10.1038/s41598-021-86773-3
"An actin depolymerizing agent 19,20-epoxycytochalasin Q of Xylaria sp. BCC 1067 enhanced antifungal action of azole drugs through ROS-mediated cell death in yeast",2021,10.1016/j.micres.2020.126646,WoS,10.1016/j.micres.2020.126646
An aspartyl protease-mediated cleavage regulates structure and function of a flavodoxin-like protein and aids oxidative stress survival,2021,10.1371/journal.ppat.1009355,WoS,10.1371/journal.ppat.1009355
"Anatomy of an extensively drug-resistant Klebsiella pneumoniae outbreak in Tuscany, Italy",2021,10.1073/pnas.2110227118,WoS,10.1073/pnas.2110227118
Antibiofilm and antivirulence potential of silver nanoparticles against multidrug-resistant Acinetobacter baumannii,2021,10.1038/s41598-021-90208-4,WoS,10.1038/s41598-021-90208-4
Antibiotic resistance: Insights from evolution experiments and mathematical modeling,2021,10.1016/j.coisb.2021.100365,WoS,10.1016/j.coisb.2021.100365
Antibiotic-Resistant Genes and Bacteria as Evolving Contaminants of Emerging Concerns (e-CEC): Is It Time to Include Evolution in Risk Assessment?,2021,10.3390/antibiotics10091066,WoS,10.3390/antibiotics10091066
Antimicrobial peptide induced colloidal transformations in bacteria-mimetic vesicles: Combining in silico tools and experimental methods,2021,10.1016/j.jcis.2021.03.060,WoS,10.1016/j.jcis.2021.03.060
Antimicrobial Peptide K11 Selectively Recognizes Bacterial Biomimetic Membranes and Acts by Twisting Their Bilayers,2021,10.3390/ph14010001,WoS,10.3390/ph14010001
Antimicrobial Peptides: An Update on Classifications and Databases,2021,10.3390/ijms222111691,WoS,10.3390/ijms222111691
Antimicrobial Resistance Gene Transfer from Campylobacter jejuni in Mono- and Dual-Species Biofilms,2021,10.1128/AEM.00659-21,WoS,10.1128/aem.00659-21
Application of Machine Learning Classifier to Candida auris Drug Resistance Analysis,2021,10.3389/fcimb.2021.742062,WoS,10.3389/fcimb.2021.742062
Assessing the role of bacterial plasmid replication in a competition model of sensitive and resistant bacteria to antibiotics,2021,10.3934/math.2021549,WoS,10.3934/math.2021549
Assessment of Phenotype Relevant Amino Acid Residues in TEM-β-Lactamases by Mathematical Modelling and Experimental Approval,2021,10.3390/microorganisms9081726,WoS,10.3390/microorganisms9081726
Augmentative molecular aspect for phase inversion of vancomycin hydrochloride-loaded fatty acid in situ forming matrices,2021,10.1016/j.matdes.2020.109429,WoS,10.1016/j.matdes.2020.109429
Bacteria primed by antimicrobial peptides develop tolerance and persist,2021,10.1371/journal.ppat.1009443,WoS,10.1371/journal.ppat.1009443
Biochemical and in silico study of leaf and bark extracts from Aphanamixis polystachya against common pathogenic bacteria,2021,10.1016/j.sjbs.2021.07.032,WoS,10.1016/j.sjbs.2021.07.032
Bistable Bacterial Growth Dynamics in the Presence of Antimicrobial Agents,2021,10.3390/antibiotics10010087,WoS,10.3390/antibiotics10010087
Cardiolipin prevents pore formation in phosphatidylglycerol bacterial membrane models,2021,10.1002/1873-3468.14206,WoS,10.1002/1873-3468.14206
Chicken gut microbiome members limit the spread of an antimicrobial resistance plasmid in Escherichia coli,2021,10.1098/rspb.2021.2027,WoS,10.1098/rspb.2021.2027
"Chitosan/Gold Hybrid Nanoparticles Enriched Electrospun PVA Nanofibrous Mats for the Topical Delivery of Punica granatum L. Extract: Synthesis, Characterization, Biocompatibility and Antibacterial Properties",2021,10.2147/IJN.S306526,WoS,10.2147/ijn.s306526
Combining dense and sparse labeling in optical DNA mapping,2021,10.1371/journal.pone.0260489,WoS,10.1371/journal.pone.0260489
Combining mutation and horizontal gene transfer in a within-host model of antibiotic resistance,2021,10.1016/j.mbs.2021.108656,WoS,10.1016/j.mbs.2021.108656
Competition delays multi-drug resistance evolution during combination therapy,2021,10.1016/j.jtbi.2020.110524,WoS,10.1016/j.jtbi.2020.110524
Compromised base excision repair pathway in Mycobacterium tuberculosis imparts superior adaptability in the host,2021,10.1371/journal.ppat.1009452,WoS,10.1371/journal.ppat.1009452
Computational Model To Quantify the Growth of Antibiotic-Resistant Bacteria in Wastewater,2021,10.1128/mSystems.00360-21,WoS,10.1128/msystems.00360-21
Computational Modeling of the Virucidal Inhibition Mechanism for Broad-Spectrum Antiviral Nanoparticles and HPV16 Capsid Segments,2021,10.1021/acs.jpcb.1c07436,WoS,10.1021/acs.jpcb.1c07436
Computationally designed peptide macrocycle inhibitors of New Delhi metallo-β-lactamase 1,2021,10.1073/pnas.2012800118,WoS,10.1073/pnas.2012800118
Conjugation dynamics depend on both the plasmid acquisition cost and the fitness cost,2021,10.15252/msb.20209913,WoS,10.15252/msb.20209913
Conjugation Dynamics of Self-Transmissible and Mobilisable Plasmids into E. coli O157:H7 on Arabidopsis thaliana Rosettes,2021,10.3390/antibiotics10080928,WoS,10.3390/antibiotics10080928
Controlled drug delivery systems in eradicating bacterial biofilm-associated infections,2021,10.1016/j.jconrel.2020.10.038,WoS,10.1016/j.jconrel.2020.10.038
Controlling Peptide Function by Directed Assembly Formation: Mechanistic Insights Using Multiscale Modeling on an Antimicrobial Peptide-Drug-Membrane System,2021,10.1021/acsomega.1c01114,WoS,10.1021/acsomega.1c01114
"COVID19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms",2021,10.15252/msb.202110387,WoS,10.15252/msb.202110387
Cyclic CMP and cyclic UMP mediate bacterial immunity against phages,2021,10.1016/j.cell.2021.09.031,WoS,10.1016/j.cell.2021.09.031
Deciphering Antifungal Drug Resistance in Pneumocystis jirovecii DHFR with Molecular Dynamics and Machine Learning,2021,10.1021/acs.jcim.1c00403,WoS,10.1021/acs.jcim.1c00403
"Destination shapes antibiotic resistance gene acquisitions, abundance increases, and diversity changes in Dutch travelers",2021,10.1186/s13073-021-00893-z,WoS,10.1186/s13073-021-00893-z
Differentiation of different antifungals with various mechanisms using dynamic surface-enhanced Raman spectroscopy combined with machine learning,2021,10.1142/S1793545821410029,WoS,10.1142/s1793545821410029
"Diversity Distribution, Driving Factors and Assembly Mechanisms of Free-Living and Particle-Associated Bacterial Communities at a Subtropical Marginal Sea",2021,10.3390/microorganisms9122445,WoS,10.3390/microorganisms9122445
Dose Optimization of Combined Linezolid and Fosfomycin against Enterococcus by Using an In Vitro Pharmacokinetic/Pharmacodynamic Model,2021,10.1128/Spectrum.00871-21,WoS,10.1128/spectrum.00871-21
Drug-induced resistance evolution necessitates less aggressive treatment,2021,10.1371/journal.pcbi.1009418,WoS,10.1371/journal.pcbi.1009418
Dual Impact of a Benzimidazole Resistant β-Tubulin on Microtubule Behavior in Fission Yeast,2021,10.3390/cells10051042,WoS,10.3390/cells10051042
Dual RNAseq highlights the kinetics of skin microbiome and fish host responsiveness to bacterial infection,2021,10.1186/s42523-021-00097-1,WoS,10.1186/s42523-021-00097-1
Dynamic PET-facilitated modeling and high-dose rifampin regimens for Staphylococcus aureus orthopedic implant-associated infections,2021,10.1126/scitranslmed.abl6851,WoS,10.1126/scitranslmed.abl6851
Early Drug Development and Evaluation of Putative Antitubercular Compounds in the -Omics Era,2021,10.3389/fmicb.2020.618168,WoS,10.3389/fmicb.2020.618168
Emergence of Resistance to Ceftazidime-Avibactam in a Pseudomonas aeruginosa Isolate Producing Derepressed blaPDC in a Hollow-Fiber Infection Model,2021,10.1128/AAC.00124-21,WoS,10.1128/aac.00124-21
Epidemiological data analysis of viral quasispecies in the next-generation sequencing era,2021,10.1093/bib/bbaa101,WoS,10.1093/bib/bbaa101
Epigenetic Reprogramming of Host and Viral Genes by Human Cytomegalovirus Infection in Kasumi-3 Myeloid Progenitor Cells at Early Times Postinfection,2021,10.1128/JVI.00183-21,WoS,10.1128/jvi.00183-21
Epistatic interactions promote persistence of NS3-Q80K in HCV infection by compensating for protein folding instability,2021,10.1016/j.jbc.2021.101031,WoS,10.1016/j.jbc.2021.101031
Estimated Methicillin-Resistant Staphylococcus aureus Decolonization in Intensive Care Units Associated With Single-Application Chlorhexidine Gluconate or Mupirocin,2021,10.1001/jamanetworkopen.2021.0652,WoS,10.1001/jamanetworkopen.2021.0652
Evaluating the potential efficacy and limitations of a phage for joint antibiotic and phage therapy of Staphylococcus aureus infections,2021,10.1073/pnas.2008007118,WoS,10.1073/pnas.2008007118
Evaluation of Host Defense Peptide (CaD23)-Antibiotic Interaction and Mechanism of Action: Insights From Experimental and Molecular Dynamics Simulations Studies,2021,10.3389/fphar.2021.731499,WoS,10.3389/fphar.2021.731499
Evolution in alternating environments with tunable interlandscape correlations,2021,10.1111/evo.14121,WoS,10.1111/evo.14121
Evolutionary Dynamics Based on Comparative Genomics of Pathogenic Escherichia coli Lineages Harboring Polyketide Synthase (pks) Island,2021,10.1128/mBio.03634-20,WoS,10.1128/mbio.03634-20
Evolutionary Dynamics of Treatment-Induced Resistance in Cancer Informs Understanding of Rapid Evolution in Natural Systems,2021,10.3389/fevo.2021.681121,WoS,10.3389/fevo.2021.681121
Evolutionary mechanisms that determine which bacterial genes are carried on plasmids,2021,10.1002/evl3.226,WoS,10.1002/evl3.226
Evolutionary Pathways and Trajectories in Antibiotic Resistance,2021,10.1128/CMR.00050-19,WoS,10.1128/cmr.00050-19
Experimental evolution in morbidostat reveals converging genomic trajectories on the path to triclosan resistance,2021,10.1099/mgen.0.000553,WoS,10.1099/mgen.0.000553
Exploring the Tunability and Dynamic Properties of MarR-PmarO Sensor System in Escherichia coli,2021,10.1021/acssynbio.1c00245,WoS,10.1021/acssynbio.1c00245
Exposure to One Antibiotic Leads to Acquisition of Resistance to Another Antibiotic via Quorum Sensing Mechanisms,2021,10.3389/fmicb.2020.580466,WoS,10.3389/fmicb.2020.580466
Filamentous Bacteriophages and the Competitive Interaction between Pseudomonas aeruginosa Strains under Antibiotic Treatment: a Modeling Study,2021,10.1128/mSystems.00193-21,WoS,10.1128/msystems.00193-21
Folding Behaviour and Antibacterial Activity of Ionic Complementary Peptide EAK-16,2021,10.9734/JPRI/2021/v33i28A31516,WoS,10.9734/jpri/2021/v33i28a31516
Functional Characterisation of Bile Metagenome: Study of Metagenomic Dark Matter,2021,10.3390/microorganisms9112201,WoS,10.3390/microorganisms9112201
Functional Mapping of Phenotypic Plasticity of Staphylococcus aureus Under Vancomycin Pressure,2021,10.3389/fmicb.2021.696730,WoS,10.3389/fmicb.2021.696730
Genetic Factors Affect the Survival and Behaviors of Selected Bacteria during Antimicrobial Blue Light Treatment,2021,10.3390/ijms221910452,WoS,10.3390/ijms221910452
Genome evolution and the emergence of pathogenicity in avian Escherichia coli,2021,10.1038/s41467-021-20988-w,WoS,10.1038/s41467-021-20988-w
Histone-like nucleoid-structuring protein (H-NS) regulatory role in antibiotic resistance in Acinetobacter baumannii,2021,10.1038/s41598-021-98101-w,WoS,10.1038/s41598-021-98101-w
Homology Model of a Catalytically Competent Bifunctional Rel Protein,2021,10.3389/fmolb.2021.628596,WoS,10.3389/fmolb.2021.628596
How does feedback from phage infections influence the evolution of phase variation in Campylobacter?,2021,10.1371/journal.pcbi.1009067,WoS,10.1371/journal.pcbi.1009067
Identification and characterization of mutations in the SARS-CoV-2 RNA-dependent RNA polymerase as a promising antiviral therapeutic target,2021,10.1007/s00203-021-02527-9,WoS,10.1007/s00203-021-02527-9
Identification of New Potential Inhibitors of Quorum Sensing through a Specialized Multi-Level Computational Approach,2021,10.3390/molecules26092600,WoS,10.3390/molecules26092600
Identification of Pyruvate Dehydrogenase E1 as a Potential Target against Magnaporthe oryzae through Experimental and Theoretical Investigation,2021,10.3390/ijms22105163,WoS,10.3390/ijms22105163
In Silico Structural Modeling and Analysis of Interactions of Tremellomycetes Cytochrome P450 Monooxygenases CYP51s with Substrates and Azoles,2021,10.3390/ijms22157811,WoS,10.3390/ijms22157811
In Situ Visualization of the pKM101-Encoded Type IV Secretion System Reveals a Highly Symmetric ATPase Energy Center,2021,10.1128/mBio.02465-21,WoS,10.1128/mbio.02465-21
"In vitro identification of imidazo[1,2-a]pyrazine-based antileishmanial agents and evaluation of L. major casein kinase 1 inhibition",2021,10.1016/j.ejmech.2020.112956,WoS,10.1016/j.ejmech.2020.112956
"Increased E. coli bio-adsorption resistance of microfiltration membranes, using a bio-inspired approach",2021,10.1016/j.scitotenv.2020.141777,WoS,10.1016/j.scitotenv.2020.141777
Individual bacteria in structured environments rely on phenotypic resistance to phage,2021,10.1371/journal.pbio.3001406,WoS,10.1371/journal.pbio.3001406
INGOT-DR: an interpretable classifier for predicting drug resistance in M. tuberculosis,2021,10.1186/s13015-021-00198-1,WoS,10.1186/s13015-021-00198-1
Institutional governance and responsiveness to antimicrobial resistance: a qualitative study of Australian hospital executives,2021,10.1136/bmjopen-2021-055215,WoS,10.1136/bmjopen-2021-055215
Interaction of Staphylococcus aureus and Acinetobacter baumannii during In Vitro β-Lactam Exposure,2021,10.1128/AAC.02414-20,WoS,10.1128/aac.02414-20
Intracellular Organization by Jumbo Bacteriophages,2021,10.1128/JB.00362-20,WoS,10.1128/jb.00362-20
Investigating the action of the microalgal pigment marennine on Vibrio splendidus by in vivo 2H and 31P solid-state NMR,2021,10.1016/j.bbamem.2021.183642,WoS,10.1016/j.bbamem.2021.183642
Large-scale ratcheting in a bacterial DEAH/RHA-type RNA helicase that modulates antibiotics susceptibility,2021,10.1073/pnas.2100370118,WoS,10.1073/pnas.2100370118
Lentiviral Infections Persist in Brain despite Effective Antiretroviral Therapy and Neuroimmune Activation,2021,10.1128/mBio.02784-21,WoS,10.1128/mbio.02784-21
Mapping the human genetic architecture of COVID-19,2021,10.1038/s41586-021-03767-x,WoS,10.1038/s41586-021-03767-x
Market forces determine the distribution of a leaky function in a simple microbial community,2021,10.1073/pnas.2109813118,WoS,10.1073/pnas.2109813118
Mathematical Models of Plasmid Population Dynamics,2021,10.3389/fmicb.2021.606396,WoS,10.3389/fmicb.2021.606396
Membrane Binding of Antimicrobial Peptides Is Modulated by Lipid Charge Modification,2021,10.1021/acs.jctc.0c01025,WoS,10.1021/acs.jctc.0c01025
Memory shapes microbial populations,2021,10.1371/journal.pcbi.1009431,WoS,10.1371/journal.pcbi.1009431
Modeling bacterial resistance to antibiotics: bacterial conjugation and drug effects,2021,10.1186/s13662-021-03423-8,WoS,10.1186/s13662-021-03423-8
Modeling the ecology of parasitic plasmids,2021,10.1038/s41396-021-00954-6,WoS,10.1038/s41396-021-00954-6
Modeling the effect of vaccination on selection for antibiotic resistance in Streptococcus pneumoniae,2021,10.1126/scitranslmed.aaz8690,WoS,10.1126/scitranslmed.aaz8690
Molecular Basis of Bicyclic Boronate β-Lactamase Inhibitors of Ultrabroad Efficacy - Insights From Molecular Dynamics Simulation Studies,2021,10.3389/fmicb.2021.721826,WoS,10.3389/fmicb.2021.721826
Molecular Docking and Virtual Screening of an Influenza Virus Inhibitor That Disrupts Protein-Protein Interactions,2021,10.3390/v13112229,WoS,10.3390/v13112229
Molecular Docking Simulation Studies Identifies Potential Natural Product Derived-Antiwolbachial Compounds as Filaricides against Onchocerciasis,2021,10.3390/biomedicines9111682,WoS,10.3390/biomedicines9111682
Molecular Dynamics for Antimicrobial Peptide Discovery,2021,10.1128/IAI.00703-20,WoS,10.1128/iai.00703-20
Molecular Dynamics Simulation of the Interaction of Two Linear Battacin Analogs with Model Gram-Positive and Gram-Negative Bacterial Cell Membranes,2021,10.1021/acsomega.0c04752,WoS,10.1021/acsomega.0c04752
Molecular reprogramming and phenotype switching in Staphylococcus aureus lead to high antibiotic persistence and affect therapy success,2021,10.1073/pnas.2014920118,WoS,10.1073/pnas.2014920118
Mucin O-glycans suppress quorum-sensing pathways and genetic transformation in Streptococcus mutans,2021,10.1038/s41564-021-00876-1,WoS,10.1038/s41564-021-00876-1
"Multi-step vs. single-step resistance evolution under different drugs, pharmacokinetics, and treatment regimens",2021,10.7554/eLife.64116,WoS,10.7554/elife.64116
Multidrug Resistance in Mammals and Fungi-From MDR to PDR: A Rocky Road from Atomic Structures to Transport Mechanisms,2021,10.3390/ijms22094806,WoS,10.3390/ijms22094806
Nanocapsule designs for antimicrobial resistance,2021,10.1039/d0nr08146a,WoS,10.1039/d0nr08146a
Negative interactions determine Clostridioides difficile growth in synthetic human gut communities,2021,10.15252/msb.202110355,WoS,10.15252/msb.202110355
Nonnutritive sweeteners can promote the dissemination of antibiotic resistance through conjugative gene transfer,2021,10.1038/s41396-021-00909-x,WoS,10.1038/s41396-021-00909-x
Novel C-3-(N-alkyl-aryl)-aminomethyl rifamycin SV derivatives exhibit activity against rifampicin-resistant Mycobacterium tuberculosis RpoBS522L strain and display a different binding mode at the RNAP β-subunit site compared to rifampicin,2021,10.1016/j.ejmech.2021.113734,WoS,10.1016/j.ejmech.2021.113734
Novel Pharmacokinetic/Pharmacodynamic Parameters Quantify the Exposure-Effect Relationship of Levofloxacin against Fluoroquinolone-Resistant Escherichia coli,2021,10.3390/antibiotics10060615,WoS,10.3390/antibiotics10060615
Observation of substrate diffusion and ligand binding in enzyme crystals using high-repetition-rate mix-and-inject serial crystallography,2021,10.1107/S2052252521008125,WoS,10.1107/s2052252521008125
"One Health drivers of antibacterial resistance: Quantifying the relative impacts of human, animal and environmental use and transmission",2021,10.1016/j.onehlt.2021.100220,WoS,10.1016/j.onehlt.2021.100220
Pathogen invasion-dependent tissue reservoirs and plasmid-encoded antibiotic degradation boost plasmid spread in the gut,2021,10.7554/eLife.69744,WoS,10.7554/elife.69744
"Pharmacodynamic Evaluation of Dosing, Bacterial Kill, and Resistance Suppression for Zoliflodacin Against Neisseria gonorrhoeae in a Dynamic Hollow Fiber Infection Model",2021,10.3389/fphar.2021.682135,WoS,10.3389/fphar.2021.682135
Pharmacodynamics of ceftazidime plus tobramycin combination dosage regimens against hypermutable Pseudomonas aeruginosa isolates at simulated epithelial lining fluid concentrations in a dynamic in vitro infection model,2021,10.1016/j.jgar.2021.04.021,WoS,10.1016/j.jgar.2021.04.021
"Pharmacokinetics and Efficacy of a Potential Smallpox Therapeutic, Brincidofovir, in a Lethal Monkeypox Virus Animal Model",2021,10.1128/mSphere.00927-20,WoS,10.1128/msphere.00927-20
Phenotypic-dependent variability and the emergence of tolerance in bacterial populations,2021,10.1371/journal.pcbi.1009417,WoS,10.1371/journal.pcbi.1009417
Physicochemical Features and Peculiarities of Interaction of AMP with the Membrane,2021,10.3390/ph14050471,WoS,10.3390/ph14050471
Pneumococcal Competition Modulates Antibiotic Resistance in the Pre-Vaccination Era: A Modelling Study,2021,10.3390/vaccines9030265,WoS,10.3390/vaccines9030265
"Polyploidy-associated paramutation in Arabidopsis is determined by small RNAs, temperature, and allele structure",2021,10.1371/journal.pgen.1009444,WoS,10.1371/journal.pgen.1009444
Potent Activity of Hybrid Arthropod Antimicrobial Peptides Linked by Glycine Spacers,2021,10.3390/ijms22168919,WoS,10.3390/ijms22168919
Predicting bacteriophage hosts based on sequences of annotated receptor-binding proteins,2021,10.1038/s41598-021-81063-4,WoS,10.1038/s41598-021-81063-4
Price equation captures the role of drug interactions and collateral effects in the evolution of multidrug resistance,2021,10.7554/eLife.64851,WoS,10.7554/elife.64851
Primary and secondary clarithromycin resistance in Helicobacter pylori and mathematical modeling of the role of macrolides,2021,10.1038/s41467-021-22557-7,WoS,10.1038/s41467-021-22557-7
Principles of Alternating Access in Multidrug and Toxin Extrusion (MATE) Transporters,2021,10.1016/j.jmb.2021.166959,WoS,10.1016/j.jmb.2021.166959
Protection from Lethal Clostridioides difficile Infection via Intraspecies Competition for Cogerminant,2021,10.1128/mBio.00522-21,WoS,10.1128/mbio.00522-21
"Pyridine Derivatives-A New Class of Compounds That Are Toxic to E. coli K12, R2-R4 Strains",2021,10.3390/ma14185401,WoS,10.3390/ma14185401
Q493K and Q498H substitutions in Spike promote adaptation of SARS-CoV-2 in mice,2021,10.1016/j.ebiom.2021.103381,WoS,10.1016/j.ebiom.2021.103381
QM/MM modeling of class A β-lactamases reveals distinct acylation pathways for ampicillin and cefalexin,2021,10.1039/d1ob01593a,WoS,10.1039/d1ob01593a
Quantitative Microbial Risk Assessment of Antimicrobial Resistant and Susceptible Staphylococcus aureus in Reclaimed Wastewaters,2021,10.1021/acs.est.1c04038,WoS,10.1021/acs.est.1c04038
Rates of fluoroquinolone resistance in domestically acquired Campylobacter jejuni are increasing in people living within a model study location in Canada,2021,10.1139/cjm-2020-0146,WoS,10.1139/cjm-2020-0146
Rationalizing the generation of broad spectrum antibiotics with the addition of a positive charge,2021,10.1039/d1sc04445a,WoS,10.1039/d1sc04445a
Reactive Oxygen Species-Dependent Innate Immune Mechanisms Control Methicillin-Resistant Staphylococcus aureus Virulence in the Drosophila Larval Model,2021,10.1128/mBio.00276-21,WoS,10.1128/mbio.00276-21
Repeated Exposure of Aspergillus niger Spores to the Antifungal Bacterium Collimonas fungivorans Ter331 Selects for Delayed Spore Germination,2021,10.1128/AEM.00233-21,WoS,10.1128/aem.00233-21
